event_date,channel,spend,clicks,impressions
2024-01-18,referral,0.0,0,0
2024-01-19,organic,0.0,0,0
2024-01-19,paid_search,5140.08,2626,39258
2024-01-19,paid_social,3795.39,2631,105906
2024-01-19,email,41.23,839,7712
2024-01-19,referral,0.0,0,0
2024-01-20,organic,0.0,0,0
2024-01-20,paid_search,3854.08,2101,33216
2024-01-20,paid_social,2722.01,1860,78938
2024-01-20,email,30.07,568,5373
2024-01-20,referral,0.0,0,0
2024-01-21,organic,0.0,0,0
2024-01-21,paid_search,4260.18,2430,38862
2024-01-21,paid_social,2949.65,2208,104113
2024-01-21,email,33.26,652,5959
2024-01-21,referral,0.0,0,0
2024-01-22,organic,0.0,0,0
2024-01-22,paid_search,5277.74,2992,46344
2024-01-22,paid_social,3580.35,2745,109818
2024-01-22,email,32.45,693,6643
2024-01-22,referral,0.0,0,0
2024-01-23,organic,0.0,0,0
2024-01-23,paid_search,5833.35,3050,52699
2024-01-23,paid_social,3117.64,2262,92496
2024-01-23,email,40.51,924,8131
2024-01-23,referral,0.0,0,0
2024-01-24,organic,0.0,0,0
2024-01-24,paid_search,4769.64,2847,48095
2024-01-24,paid_social,3632.99,2560,108593
2024-01-24,email,49.28,910,8588
2024-01-24,referral,0.0,0,0
2024-01-25,organic,0.0,0,0
2024-01-25,paid_search,5407.81,2796,48987
2024-01-25,paid_social,3395.68,2608,117609
2024-01-25,email,43.07,839,8259
2024-01-25,referral,0.0,0,0
2024-01-26,organic,0.0,0,0
2024-01-26,paid_search,5392.94,2913,48371
2024-01-26,paid_social,4125.46,2725,120365
2024-01-26,email,34.84,691,6402
2024-01-26,referral,0.0,0,0
2024-01-27,organic,0.0,0,0
2024-01-27,paid_search,3447.58,1977,31253
2024-01-27,paid_social,2847.2,2042,83206
2024-01-27,email,29.23,594,5292
2024-01-27,referral,0.0,0,0
2024-01-28,organic,0.0,0,0
2024-01-28,paid_search,4813.59,2619,41268
2024-01-28,paid_social,3682.1,2562,113875
2024-01-28,email,39.69,760,6667
2024-01-28,referral,0.0,0,0
2024-01-29,organic,0.0,0,0
2024-01-29,paid_search,5733.59,3086,48933
2024-01-29,paid_social,3821.27,2407,100966
2024-01-29,email,45.34,904,8614
2024-01-29,referral,0.0,0,0
2024-01-30,organic,0.0,0,0
2024-01-30,paid_search,6181.27,3046,46946
2024-01-30,paid_social,3660.44,2669,106963
2024-01-30,email,42.81,852,7314
2024-01-30,referral,0.0,0,0
2024-01-31,organic,0.0,0,0
2024-01-31,paid_search,4997.67,2920,47360
2024-01-31,paid_social,3875.44,2784,118900
2024-01-31,email,35.29,690,6419
2024-01-31,referral,0.0,0,0
2024-02-01,organic,0.0,0,0
2024-02-01,paid_search,5023.47,2844,45975
2024-02-01,paid_social,2930.79,2093,92086
2024-02-01,email,39.16,763,7567
2024-02-01,referral,0.0,0,0
2024-02-02,organic,0.0,0,0
2024-02-02,paid_search,5780.91,3099,49477
2024-02-02,paid_social,3478.24,2576,109741
2024-02-02,email,35.84,747,7354
2024-02-02,referral,0.0,0,0
2024-02-03,organic,0.0,0,0
2024-02-03,paid_search,4593.37,2506,41012
2024-02-03,paid_social,3130.94,2161,78140
2024-02-03,email,38.56,762,6560
2024-02-03,referral,0.0,0,0
2024-02-04,organic,0.0,0,0
2024-02-04,paid_search,4155.46,2419,37762
2024-02-04,paid_social,3443.25,2257,89418
2024-02-04,email,42.74,835,7548
2024-02-04,referral,0.0,0,0
2024-02-05,organic,0.0,0,0
2024-02-05,paid_search,5549.96,2968,47667
2024-02-05,paid_social,3986.9,2617,113501
2024-02-05,email,42.74,850,7956
2024-02-05,referral,0.0,0,0
2024-02-06,organic,0.0,0,0
2024-02-06,paid_search,4806.12,2519,39854
2024-02-06,paid_social,3301.22,2347,101883
2024-02-06,email,38.98,777,7114
2024-02-06,referral,0.0,0,0
2024-02-07,organic,0.0,0,0
2024-02-07,paid_search,4845.46,2417,40270
2024-02-07,paid_social,3709.9,2794,110778
2024-02-07,email,46.15,868,7923
2024-02-07,referral,0.0,0,0
2024-02-08,organic,0.0,0,0
2024-02-08,paid_search,4700.34,2603,41887
2024-02-08,paid_social,4126.7,2752,127145
2024-02-08,email,39.6,907,7757
2024-02-08,referral,0.0,0,0
2024-02-09,organic,0.0,0,0
2024-02-09,paid_search,5266.25,2774,47105
2024-02-09,paid_social,2923.86,2007,82785
2024-02-09,email,35.16,675,6144
2024-02-09,referral,0.0,0,0
2024-02-10,organic,0.0,0,0
2024-02-10,paid_search,4315.97,2171,32028
2024-02-10,paid_social,3541.95,2329,86025
2024-02-10,email,34.28,640,5871
2024-02-10,referral,0.0,0,0
2024-02-11,organic,0.0,0,0
2024-02-11,paid_search,4395.07,2348,40188
2024-02-11,paid_social,2758.58,2017,86134
2024-02-11,email,30.37,642,5563
2024-02-11,referral,0.0,0,0
2024-02-12,organic,0.0,0,0
2024-02-12,paid_search,5996.29,3187,48137
2024-02-12,paid_social,2969.48,2150,94306
2024-02-12,email,46.17,935,7989
2024-02-12,referral,0.0,0,0
2024-02-13,organic,0.0,0,0
2024-02-13,paid_search,5741.64,3018,45807
2024-02-13,paid_social,3805.66,2938,129086
2024-02-13,email,43.15,852,8144
2024-02-13,referral,0.0,0,0
2024-02-14,organic,0.0,0,0
2024-02-14,paid_search,5777.78,3186,50545
2024-02-14,paid_social,3151.54,2331,106891
2024-02-14,email,35.02,702,7069
2024-02-14,referral,0.0,0,0
2024-02-15,organic,0.0,0,0
2024-02-15,paid_search,5097.76,2884,45562
2024-02-15,paid_social,3548.86,2520,109118
2024-02-15,email,36.48,696,6321
2024-02-15,referral,0.0,0,0
2024-02-16,organic,0.0,0,0
2024-02-16,paid_search,4383.48,2405,38750
2024-02-16,paid_social,4037.81,2870,121208
2024-02-16,email,32.68,678,6344
2024-02-16,referral,0.0,0,0
2024-02-17,organic,0.0,0,0
2024-02-17,paid_search,4821.0,2433,39816
2024-02-17,paid_social,3348.16,2244,92962
2024-02-17,email,34.33,705,6756
2024-02-17,referral,0.0,0,0
2024-02-18,organic,0.0,0,0
2024-02-18,paid_search,4008.94,2298,36254
2024-02-18,paid_social,2965.01,1996,85331
2024-02-18,email,37.84,690,6304
2024-02-18,referral,0.0,0,0
2024-02-19,organic,0.0,0,0
2024-02-19,paid_search,5083.96,2727,43645
2024-02-19,paid_social,2832.78,2211,87616
2024-02-19,email,38.44,817,7648
2024-02-19,referral,0.0,0,0
2024-02-20,organic,0.0,0,0
2024-02-20,paid_search,5052.06,2827,44849
2024-02-20,paid_social,3840.67,2696,113013
2024-02-20,email,38.57,789,6980
2024-02-20,referral,0.0,0,0
2024-02-21,organic,0.0,0,0
2024-02-21,paid_search,4042.48,2272,38188
2024-02-21,paid_social,3670.43,2509,108968
2024-02-21,email,43.5,887,8849
2024-02-21,referral,0.0,0,0
2024-02-22,organic,0.0,0,0
2024-02-22,paid_search,5381.23,2942,43349
2024-02-22,paid_social,3566.2,2636,112659
2024-02-22,email,41.96,861,7385
2024-02-22,referral,0.0,0,0
2024-02-23,organic,0.0,0,0
2024-02-23,paid_search,4995.0,2773,41096
2024-02-23,paid_social,3705.85,2655,107474
2024-02-23,email,39.69,759,6858
2024-02-23,referral,0.0,0,0
2024-02-24,organic,0.0,0,0
2024-02-24,paid_search,4025.69,2292,36332
2024-02-24,paid_social,3421.28,2389,112232
2024-02-24,email,36.78,714,6710
2024-02-24,referral,0.0,0,0
2024-02-25,organic,0.0,0,0
2024-02-25,paid_search,3948.12,2107,35061
2024-02-25,paid_social,3487.8,2499,100550
2024-02-25,email,34.36,709,6274
2024-02-25,referral,0.0,0,0
2024-02-26,organic,0.0,0,0
2024-02-26,paid_search,5064.53,2829,46372
2024-02-26,paid_social,3823.07,2548,109330
2024-02-26,email,38.83,842,7305
2024-02-26,referral,0.0,0,0
2024-02-27,organic,0.0,0,0
2024-02-27,paid_search,4854.13,2726,43765
2024-02-27,paid_social,2995.68,2213,89382
2024-02-27,email,38.05,740,6600
2024-02-27,referral,0.0,0,0
2024-02-28,organic,0.0,0,0
2024-02-28,paid_search,5209.01,2773,41747
2024-02-28,paid_social,3618.97,2493,98099
2024-02-28,email,39.74,815,7213
2024-02-28,referral,0.0,0,0
2024-02-29,organic,0.0,0,0
2024-02-29,paid_search,4549.48,2561,40478
2024-02-29,paid_social,3404.75,2350,96553
2024-02-29,email,41.15,834,8046
2024-02-29,referral,0.0,0,0
2024-03-01,organic,0.0,0,0
2024-03-01,paid_search,5652.55,3202,55535
2024-03-01,paid_social,4153.85,2841,119579
2024-03-01,email,47.99,935,8377
2024-03-01,referral,0.0,0,0
2024-03-02,organic,0.0,0,0
2024-03-02,paid_search,4271.67,2412,36764
2024-03-02,paid_social,3318.86,2390,100075
2024-03-02,email,37.73,788,7066
2024-03-02,referral,0.0,0,0
2024-03-03,organic,0.0,0,0
2024-03-03,paid_search,5387.57,2776,42950
2024-03-03,paid_social,2979.54,2111,86966
2024-03-03,email,38.28,741,6779
2024-03-03,referral,0.0,0,0
2024-03-04,organic,0.0,0,0
2024-03-04,paid_search,5112.59,2816,46348
2024-03-04,paid_social,3243.2,2302,105144
2024-03-04,email,34.49,709,6111
2024-03-04,referral,0.0,0,0
2024-03-05,organic,0.0,0,0
2024-03-05,paid_search,7060.0,3733,57962
2024-03-05,paid_social,3958.04,2767,117377
2024-03-05,email,50.63,1049,10349
2024-03-05,referral,0.0,0,0
2024-03-06,organic,0.0,0,0
2024-03-06,paid_search,7026.24,3505,57479
2024-03-06,paid_social,4383.34,2805,125961
2024-03-06,email,43.32,856,7790
2024-03-06,referral,0.0,0,0
2024-03-07,organic,0.0,0,0
2024-03-07,paid_search,5851.03,3053,53938
2024-03-07,paid_social,3743.86,2755,121242
2024-03-07,email,48.36,995,9277
2024-03-07,referral,0.0,0,0
2024-03-08,organic,0.0,0,0
2024-03-08,paid_search,5485.45,2956,42474
2024-03-08,paid_social,4053.25,2748,117920
2024-03-08,email,47.12,868,7392
2024-03-08,referral,0.0,0,0
2024-03-09,organic,0.0,0,0
2024-03-09,paid_search,4291.0,2264,39362
2024-03-09,paid_social,3039.3,2171,83939
2024-03-09,email,32.91,698,7087
2024-03-09,referral,0.0,0,0
2024-03-10,organic,0.0,0,0
2024-03-10,paid_search,4964.04,2740,49348
2024-03-10,paid_social,3841.85,2687,103960
2024-03-10,email,40.12,789,6889
2024-03-10,referral,0.0,0,0
2024-03-11,organic,0.0,0,0
2024-03-11,paid_search,5786.44,3183,50546
2024-03-11,paid_social,3862.0,2758,115498
2024-03-11,email,44.52,882,8125
2024-03-11,referral,0.0,0,0
2024-03-12,organic,0.0,0,0
2024-03-12,paid_search,6375.71,3654,57978
2024-03-12,paid_social,3908.57,2715,109356
2024-03-12,email,49.46,996,9018
2024-03-12,referral,0.0,0,0
2024-03-13,organic,0.0,0,0
2024-03-13,paid_search,6106.4,3232,46731
2024-03-13,paid_social,4158.81,2830,116587
2024-03-13,email,46.14,921,7834
2024-03-13,referral,0.0,0,0
2024-03-14,organic,0.0,0,0
2024-03-14,paid_search,5242.53,2906,48204
2024-03-14,paid_social,3930.31,2921,126468
2024-03-14,email,39.92,944,10037
2024-03-14,referral,0.0,0,0
2024-03-15,organic,0.0,0,0
2024-03-15,paid_search,6719.6,3432,55403
2024-03-15,paid_social,3532.42,2497,102003
2024-03-15,email,41.63,792,7432
2024-03-15,referral,0.0,0,0
2024-03-16,organic,0.0,0,0
2024-03-16,paid_search,4815.44,2649,42216
2024-03-16,paid_social,3396.2,2516,104808
2024-03-16,email,33.21,707,6178
2024-03-16,referral,0.0,0,0
2024-03-17,organic,0.0,0,0
2024-03-17,paid_search,4935.71,2707,43195
2024-03-17,paid_social,3925.0,2819,123329
2024-03-17,email,42.7,882,7984
2024-03-17,referral,0.0,0,0
2024-03-18,organic,0.0,0,0
2024-03-18,paid_search,5677.77,3162,49637
2024-03-18,paid_social,3618.03,2726,117686
2024-03-18,email,53.35,1007,9549
2024-03-18,referral,0.0,0,0
2024-03-19,organic,0.0,0,0
2024-03-19,paid_search,5908.48,3240,49984
2024-03-19,paid_social,4469.81,3270,123661
2024-03-19,email,50.22,981,8910
2024-03-19,referral,0.0,0,0
2024-03-20,organic,0.0,0,0
2024-03-20,paid_search,5998.57,3437,54675
2024-03-20,paid_social,3418.33,2476,93412
2024-03-20,email,53.27,1081,10098
2024-03-20,referral,0.0,0,0
2024-03-21,organic,0.0,0,0
2024-03-21,paid_search,5670.24,3136,50376
2024-03-21,paid_social,3977.34,2774,117567
2024-03-21,email,44.59,908,8271
2024-03-21,referral,0.0,0,0
2024-03-22,organic,0.0,0,0
2024-03-22,paid_search,5273.07,2701,42508
2024-03-22,paid_social,3925.49,2763,109820
2024-03-22,email,49.24,949,8325
2024-03-22,referral,0.0,0,0
2024-03-23,organic,0.0,0,0
2024-03-23,paid_search,5668.91,2917,46709
2024-03-23,paid_social,2700.52,1942,81419
2024-03-23,email,40.92,764,7120
2024-03-23,referral,0.0,0,0
2024-03-24,organic,0.0,0,0
2024-03-24,paid_search,4149.09,2450,36966
2024-03-24,paid_social,3168.86,2304,98288
2024-03-24,email,36.28,745,6364
2024-03-24,referral,0.0,0,0
2024-03-25,organic,0.0,0,0
2024-03-25,paid_search,4967.25,2739,48092
2024-03-25,paid_social,3648.1,2510,109400
2024-03-25,email,45.4,840,7785
2024-03-25,referral,0.0,0,0
2024-03-26,organic,0.0,0,0
2024-03-26,paid_search,5265.64,3047,49339
2024-03-26,paid_social,4904.92,3115,132773
2024-03-26,email,43.31,973,9648
2024-03-26,referral,0.0,0,0
2024-03-27,organic,0.0,0,0
2024-03-27,paid_search,5240.26,3064,52367
2024-03-27,paid_social,3662.49,2666,120766
2024-03-27,email,45.4,821,7906
2024-03-27,referral,0.0,0,0
2024-03-28,organic,0.0,0,0
2024-03-28,paid_search,6638.15,3571,50216
2024-03-28,paid_social,3607.57,2804,118969
2024-03-28,email,47.57,894,7817
2024-03-28,referral,0.0,0,0
2024-03-29,organic,0.0,0,0
2024-03-29,paid_search,5820.99,3216,50595
2024-03-29,paid_social,3933.45,2826,119008
2024-03-29,email,50.03,927,8516
2024-03-29,referral,0.0,0,0
2024-03-30,organic,0.0,0,0
2024-03-30,paid_search,4871.47,2532,44067
2024-03-30,paid_social,3051.17,2252,94533
2024-03-30,email,30.65,608,5044
2024-03-30,referral,0.0,0,0
2024-03-31,organic,0.0,0,0
2024-03-31,paid_search,5656.82,3090,47209
2024-03-31,paid_social,4020.33,2811,111342
2024-03-31,email,41.35,839,7243
2024-03-31,referral,0.0,0,0
2024-04-01,organic,0.0,0,0
2024-04-01,paid_search,6083.21,3264,51126
2024-04-01,paid_social,3961.82,2879,143027
2024-04-01,email,43.86,878,7736
2024-04-01,referral,0.0,0,0
2024-04-02,organic,0.0,0,0
2024-04-02,paid_search,5974.11,3191,53125
2024-04-02,paid_social,3707.05,2617,108507
2024-04-02,email,38.61,767,6662
2024-04-02,referral,0.0,0,0
2024-04-03,organic,0.0,0,0
2024-04-03,paid_search,5399.02,2988,48050
2024-04-03,paid_social,3677.18,2632,117325
2024-04-03,email,45.85,930,8409
2024-04-03,referral,0.0,0,0
2024-04-04,organic,0.0,0,0
2024-04-04,paid_search,6324.47,3189,52271
2024-04-04,paid_social,3749.31,2763,119988
2024-04-04,email,43.71,843,8438
2024-04-04,referral,0.0,0,0
2024-04-05,organic,0.0,0,0
2024-04-05,paid_search,4663.83,2616,44150
2024-04-05,paid_social,3902.18,2899,112858
2024-04-05,email,44.99,888,8235
2024-04-05,referral,0.0,0,0
2024-04-06,organic,0.0,0,0
2024-04-06,paid_search,4965.67,2582,39399
2024-04-06,paid_social,3466.16,2456,108830
2024-04-06,email,38.17,795,7063
2024-04-06,referral,0.0,0,0
2024-04-07,organic,0.0,0,0
2024-04-07,paid_search,5248.53,2869,43721
2024-04-07,paid_social,2896.83,2273,98522
2024-04-07,email,40.95,847,7421
2024-04-07,referral,0.0,0,0
2024-04-08,organic,0.0,0,0
2024-04-08,paid_search,5782.71,3082,53610
2024-04-08,paid_social,3505.9,2499,108418
2024-04-08,email,48.68,971,9427
2024-04-08,referral,0.0,0,0
2024-04-09,organic,0.0,0,0
2024-04-09,paid_search,6368.61,3389,55398
2024-04-09,paid_social,3638.83,2637,121225
2024-04-09,email,47.7,958,7822
2024-04-09,referral,0.0,0,0
2024-04-10,organic,0.0,0,0
2024-04-10,paid_search,5625.09,3440,56207
2024-04-10,paid_social,4424.76,3061,126419
2024-04-10,email,45.78,870,8555
2024-04-10,referral,0.0,0,0
2024-04-11,organic,0.0,0,0
2024-04-11,paid_search,5807.11,3193,49715
2024-04-11,paid_social,3912.12,2788,115092
2024-04-11,email,45.34,848,7633
2024-04-11,referral,0.0,0,0
2024-04-12,organic,0.0,0,0
2024-04-12,paid_search,5240.73,3016,43615
2024-04-12,paid_social,3853.66,2739,118834
2024-04-12,email,33.72,729,6723
2024-04-12,referral,0.0,0,0
2024-04-13,organic,0.0,0,0
2024-04-13,paid_search,5243.66,2669,39130
2024-04-13,paid_social,3388.55,2507,94008
2024-04-13,email,34.42,734,6659
2024-04-13,referral,0.0,0,0
2024-04-14,organic,0.0,0,0
2024-04-14,paid_search,4527.88,2776,46366
2024-04-14,paid_social,2915.67,2139,86554
2024-04-14,email,34.23,680,6387
2024-04-14,referral,0.0,0,0
2024-04-15,organic,0.0,0,0
2024-04-15,paid_search,4715.54,2693,42124
2024-04-15,paid_social,3578.99,2694,120618
2024-04-15,email,49.9,1068,9829
2024-04-15,referral,0.0,0,0
2024-04-16,organic,0.0,0,0
2024-04-16,paid_search,6279.13,3569,62558
2024-04-16,paid_social,4196.53,2909,111583
2024-04-16,email,48.78,936,8916
2024-04-16,referral,0.0,0,0
2024-04-17,organic,0.0,0,0
2024-04-17,paid_search,6093.58,3336,49267
2024-04-17,paid_social,4524.18,3293,138110
2024-04-17,email,47.05,1017,8623
2024-04-17,referral,0.0,0,0
2024-04-18,organic,0.0,0,0
2024-04-18,paid_search,5513.9,2933,48872
2024-04-18,paid_social,3146.36,2329,106663
2024-04-18,email,45.4,897,7898
2024-04-18,referral,0.0,0,0
2024-04-19,organic,0.0,0,0
2024-04-19,paid_search,4396.41,2432,39584
2024-04-19,paid_social,3941.76,2593,110826
2024-04-19,email,45.89,878,7906
2024-04-19,referral,0.0,0,0
2024-04-20,organic,0.0,0,0
2024-04-20,paid_search,4702.88,2621,42243
2024-04-20,paid_social,3467.82,2394,101549
2024-04-20,email,38.93,716,6495
2024-04-20,referral,0.0,0,0
2024-04-21,organic,0.0,0,0
2024-04-21,paid_search,4728.22,2501,38574
2024-04-21,paid_social,3502.92,2330,99723
2024-04-21,email,32.97,703,6180
2024-04-21,referral,0.0,0,0
2024-04-22,organic,0.0,0,0
2024-04-22,paid_search,5255.66,2893,46633
2024-04-22,paid_social,3053.59,2471,102957
2024-04-22,email,48.9,989,8986
2024-04-22,referral,0.0,0,0
2024-04-23,organic,0.0,0,0
2024-04-23,paid_search,5270.78,2780,48670
2024-04-23,paid_social,3033.45,2276,93607
2024-04-23,email,38.94,811,6988
2024-04-23,referral,0.0,0,0
2024-04-24,organic,0.0,0,0
2024-04-24,paid_search,5815.35,2931,51069
2024-04-24,paid_social,3580.07,2689,105469
2024-04-24,email,43.37,855,7901
2024-04-24,referral,0.0,0,0
2024-04-25,organic,0.0,0,0
2024-04-25,paid_search,5641.45,2979,43751
2024-04-25,paid_social,4564.61,3002,118974
2024-04-25,email,42.68,936,8535
2024-04-25,referral,0.0,0,0
2024-04-26,organic,0.0,0,0
2024-04-26,paid_search,4836.95,2643,40648
2024-04-26,paid_social,3690.25,2744,113753
2024-04-26,email,48.19,996,8723
2024-04-26,referral,0.0,0,0
2024-04-27,organic,0.0,0,0
2024-04-27,paid_search,3987.55,2137,31321
2024-04-27,paid_social,3545.19,2523,109621
2024-04-27,email,36.98,730,6452
2024-04-27,referral,0.0,0,0
2024-04-28,organic,0.0,0,0
2024-04-28,paid_search,5091.18,2897,44461
2024-04-28,paid_social,2689.51,1868,74512
2024-04-28,email,39.95,744,7077
2024-04-28,referral,0.0,0,0
2024-04-29,organic,0.0,0,0
2024-04-29,paid_search,5432.77,3219,51710
2024-04-29,paid_social,4752.73,3185,138424
2024-04-29,email,48.26,930,8063
2024-04-29,referral,0.0,0,0
2024-04-30,organic,0.0,0,0
2024-04-30,paid_search,5236.15,2850,48540
2024-04-30,paid_social,4102.87,2853,122112
2024-04-30,email,45.35,998,8456
2024-04-30,referral,0.0,0,0
2024-05-01,organic,0.0,0,0
2024-05-01,paid_search,5489.06,2974,46923
2024-05-01,paid_social,3293.81,2397,105521
2024-05-01,email,50.29,1015,8427
2024-05-01,referral,0.0,0,0
2024-05-02,organic,0.0,0,0
2024-05-02,paid_search,5098.58,2713,48259
2024-05-02,paid_social,4673.95,3034,122854
2024-05-02,email,46.98,1017,8506
2024-05-02,referral,0.0,0,0
2024-05-03,organic,0.0,0,0
2024-05-03,paid_search,5192.89,3092,46504
2024-05-03,paid_social,3279.19,2442,106959
2024-05-03,email,38.85,810,7460
2024-05-03,referral,0.0,0,0
2024-05-04,organic,0.0,0,0
2024-05-04,paid_search,3866.87,2301,35422
2024-05-04,paid_social,3155.31,2424,111279
2024-05-04,email,39.75,787,7073
2024-05-04,referral,0.0,0,0
2024-05-05,organic,0.0,0,0
2024-05-05,paid_search,4542.42,2755,43694
2024-05-05,paid_social,3493.37,2414,104077
2024-05-05,email,31.45,577,5316
2024-05-05,referral,0.0,0,0
2024-05-06,organic,0.0,0,0
2024-05-06,paid_search,5599.94,2982,49971
2024-05-06,paid_social,3597.97,2610,108332
2024-05-06,email,41.39,886,8226
2024-05-06,referral,0.0,0,0
2024-05-07,organic,0.0,0,0
2024-05-07,paid_search,6037.37,3139,54566
2024-05-07,paid_social,3852.64,2684,119264
2024-05-07,email,37.37,809,7210
2024-05-07,referral,0.0,0,0
2024-05-08,organic,0.0,0,0
2024-05-08,paid_search,5224.08,2736,45020
2024-05-08,paid_social,3409.18,2355,101761
2024-05-08,email,47.74,934,8549
2024-05-08,referral,0.0,0,0
2024-05-09,organic,0.0,0,0
2024-05-09,paid_search,6245.49,3127,48545
2024-05-09,paid_social,3842.8,2634,123247
2024-05-09,email,50.43,959,8807
2024-05-09,referral,0.0,0,0
2024-05-10,organic,0.0,0,0
2024-05-10,paid_search,5867.96,2904,48418
2024-05-10,paid_social,4053.24,2698,118022
2024-05-10,email,59.29,1131,9417
2024-05-10,referral,0.0,0,0
2024-05-11,organic,0.0,0,0
2024-05-11,paid_search,5825.07,2864,45835
2024-05-11,paid_social,2857.13,1951,82461
2024-05-11,email,38.51,783,7014
2024-05-11,referral,0.0,0,0
2024-05-12,organic,0.0,0,0
2024-05-12,paid_search,4719.7,2437,37809
2024-05-12,paid_social,2888.76,2100,88199
2024-05-12,email,39.03,753,6856
2024-05-12,referral,0.0,0,0
2024-05-13,organic,0.0,0,0
2024-05-13,paid_search,5998.06,3207,55266
2024-05-13,paid_social,3386.84,2351,98706
2024-05-13,email,36.72,742,7188
2024-05-13,referral,0.0,0,0
2024-05-14,organic,0.0,0,0
2024-05-14,paid_search,4569.7,2678,40614
2024-05-14,paid_social,3551.79,2342,95767
2024-05-14,email,47.76,910,8212
2024-05-14,referral,0.0,0,0
2024-05-15,organic,0.0,0,0
2024-05-15,paid_search,5565.55,3215,49889
2024-05-15,paid_social,2807.4,2118,81958
2024-05-15,email,45.41,848,7678
2024-05-15,referral,0.0,0,0
2024-05-16,organic,0.0,0,0
2024-05-16,paid_search,4292.95,2424,39249
2024-05-16,paid_social,3443.45,2591,106641
2024-05-16,email,47.79,1007,9850
2024-05-16,referral,0.0,0,0
2024-05-17,organic,0.0,0,0
2024-05-17,paid_search,5273.44,2986,48355
2024-05-17,paid_social,3625.94,2592,97012
2024-05-17,email,48.77,950,8355
2024-05-17,referral,0.0,0,0
2024-05-18,organic,0.0,0,0
2024-05-18,paid_search,4111.43,2279,37234
2024-05-18,paid_social,2707.36,1894,69372
2024-05-18,email,32.46,648,6107
2024-05-18,referral,0.0,0,0
2024-05-19,organic,0.0,0,0
2024-05-19,paid_search,5211.57,2746,44496
