month,plan,segment,region,starting_mrr,new_mrr,expansion_mrr,contraction_mrr,churned_mrr,ending_mrr,new_accounts,churned_accounts,active_accounts
2024-08-01,business,enterprise,eu,6525.2,214.03,362.63,108.33,61.47,6932.07,0,0,1
2024-08-01,business,enterprise,apac,3707.37,148.99,186.07,57.61,46.22,3938.61,0,0,1
2024-08-01,business,enterprise,latam,2295.56,89.68,60.81,20.74,28.52,2396.78,0,0,1
2024-08-01,enterprise,smb,us,683.54,27.44,13.4,4.71,42.4,677.26,0,0,8
2024-08-01,enterprise,smb,eu,416.95,16.0,7.16,2.53,26.99,410.59,0,0,5
2024-08-01,enterprise,smb,apac,239.69,9.36,3.57,1.48,11.91,239.24,0,0,3
2024-08-01,enterprise,smb,latam,145.93,5.25,1.64,0.58,9.24,143.0,0,0,2
2024-08-01,enterprise,mid_market,us,8554.09,324.77,250.41,94.31,230.53,8804.43,0,0,10
2024-08-01,enterprise,mid_market,eu,5230.05,200.18,166.53,58.8,125.42,5412.55,0,0,6
2024-08-01,enterprise,mid_market,apac,2982.54,108.86,82.49,31.46,79.21,3063.22,0,0,4
2024-08-01,enterprise,mid_market,latam,1846.74,67.99,33.18,11.37,41.65,1894.88,0,0,2
2024-08-01,enterprise,enterprise,us,32246.64,969.22,1711.96,599.97,319.51,34008.33,0,0,5
2024-08-01,enterprise,enterprise,eu,19492.09,768.03,990.65,357.55,205.88,20687.34,0,0,3
2024-08-01,enterprise,enterprise,apac,11135.91,423.87,462.95,162.08,117.07,11743.58,0,0,2
2024-08-01,enterprise,enterprise,latam,6918.39,242.98,220.32,67.64,78.21,7235.85,0,0,1
2024-09-01,starter,smb,us,18459.91,583.38,327.65,108.35,1123.7,18138.89,6,12,202
2024-09-01,starter,smb,eu,11671.94,362.39,177.36,66.52,715.53,11429.65,4,8,127
2024-09-01,starter,smb,apac,6564.36,240.6,106.69,35.56,429.93,6446.15,3,5,72
2024-09-01,starter,smb,latam,4035.83,148.34,36.91,13.7,229.26,3978.11,2,3,44
2024-09-01,starter,mid_market,us,2950.06,98.75,100.97,33.53,71.66,3044.59,0,0,4
2024-09-01,starter,mid_market,eu,1801.15,62.66,61.76,19.4,46.27,1859.91,0,0,2
2024-09-01,starter,mid_market,apac,1027.13,32.15,25.98,9.58,26.41,1049.27,0,0,1
2024-09-01,starter,mid_market,latam,622.54,22.78,9.87,3.65,16.39,635.14,0,0,1
2024-09-01,starter,enterprise,us,616.44,20.84,35.93,10.15,5.99,657.06,0,0,1
2024-09-01,starter,enterprise,eu,370.42,11.53,20.72,6.8,4.15,391.71,0,0,1
2024-09-01,starter,enterprise,apac,213.61,6.55,10.15,3.18,2.22,224.9,0,0,1
2024-09-01,starter,enterprise,latam,130.57,5.14,3.44,1.2,1.27,136.69,0,0,1
2024-09-01,pro,smb,us,12389.36,453.78,198.54,79.55,796.22,12165.91,5,9,135
2024-09-01,pro,smb,eu,7618.83,280.73,146.07,43.37,412.9,7589.35,3,5,84
2024-09-01,pro,smb,apac,4402.68,136.83,79.84,28.13,267.27,4323.96,2,3,48
2024-09-01,pro,smb,latam,2677.27,89.81,28.75,10.15,176.97,2608.72,1,2,29
2024-09-01,pro,mid_market,us,16567.3,637.07,585.47,214.35,375.63,17199.87,1,0,20
2024-09-01,pro,mid_market,eu,10081.23,378.77,291.65,109.62,212.65,10429.38,0,0,12
2024-09-01,pro,mid_market,apac,5815.52,186.13,177.49,65.57,139.67,5973.9,0,0,7
2024-09-01,pro,mid_market,latam,3549.22,117.03,60.03,22.36,74.63,3629.3,0,0,4
2024-09-01,pro,enterprise,us,2575.99,82.93,140.1,47.4,25.47,2726.15,0,0,1
2024-09-01,pro,enterprise,eu,1551.88,57.66,77.91,25.11,18.56,1643.79,0,0,1
2024-09-01,pro,enterprise,apac,889.49,27.93,40.15,16.43,11.09,930.06,0,0,1
2024-09-01,pro,enterprise,latam,541.84,18.93,16.29,4.82,6.14,566.11,0,0,1
2024-09-01,business,smb,us,4042.31,161.37,79.33,24.77,228.06,4030.17,2,3,45
2024-09-01,business,smb,eu,2435.08,74.18,37.78,12.83,122.36,2411.86,1,1,27
2024-09-01,business,smb,apac,1411.31,51.31,23.72,7.55,88.76,1390.02,1,1,15
2024-09-01,business,smb,latam,857.94,27.92,7.34,2.71,50.4,840.1,0,1,9
2024-09-01,business,mid_market,us,20035.65,740.59,712.08,207.96,483.67,20796.69,1,1,24
2024-09-01,business,mid_market,eu,12294.4,420.95,432.65,121.03,338.64,12688.33,0,0,15
2024-09-01,business,mid_market,apac,6956.06,216.3,210.49,63.94,173.59,7145.32,0,0,8
2024-09-01,business,mid_market,latam,4292.45,151.34,81.27,29.65,108.42,4386.99,0,0,5
2024-09-01,business,enterprise,us,11343.69,361.92,656.98,205.37,116.22,12041.0,0,0,2
2024-09-01,business,enterprise,eu,6932.07,228.12,350.15,104.07,76.09,7330.17,0,0,1
2024-09-01,business,enterprise,apac,3938.61,121.61,201.68,71.06,45.26,4145.57,0,0,1
2024-09-01,business,enterprise,latam,2396.78,74.4,67.39,26.02,24.51,2488.04,0,0,1
2024-09-01,enterprise,smb,us,677.26,26.55,13.45,4.73,41.65,670.88,0,0,7
2024-09-01,enterprise,smb,eu,410.59,16.19,6.42,2.57,21.9,408.73,0,0,5
2024-09-01,enterprise,smb,apac,239.24,8.07,4.41,1.56,14.77,235.4,0,0,3
2024-09-01,enterprise,smb,latam,143.0,4.9,1.54,0.47,9.16,139.8,0,0,2
2024-09-01,enterprise,mid_market,us,8804.43,334.68,293.15,100.13,224.33,9107.81,0,0,11
2024-09-01,enterprise,mid_market,eu,5412.55,202.0,187.53,63.34,111.45,5627.28,0,0,7
2024-09-01,enterprise,mid_market,apac,3063.22,99.04,100.24,28.31,81.54,3152.66,0,0,4
2024-09-01,enterprise,mid_market,latam,1894.88,57.24,36.31,12.23,39.22,1936.98,0,0,2
2024-09-01,enterprise,enterprise,us,34008.33,1043.43,2023.86,540.61,363.77,36171.24,0,0,5
2024-09-01,enterprise,enterprise,eu,20687.34,752.35,1013.24,325.19,224.1,21903.63,0,0,3
2024-09-01,enterprise,enterprise,apac,11743.58,352.95,611.47,191.23,133.87,12382.89,0,0,2
2024-09-01,enterprise,enterprise,latam,7235.85,282.98,219.6,73.04,75.68,7589.7,0,0,1
2024-10-01,starter,smb,us,18138.89,560.33,319.03,114.57,1109.85,17793.83,6,12,198
2024-10-01,starter,smb,eu,11429.65,342.76,205.32,64.45,759.66,11153.61,4,8,124
2024-10-01,starter,smb,apac,6446.15,235.98,98.27,34.07,415.08,6331.25,3,5,70
2024-10-01,starter,smb,latam,3978.11,129.53,37.19,11.93,244.76,3888.15,1,3,43
2024-10-01,starter,mid_market,us,3044.59,93.07,99.87,35.91,66.99,3134.62,0,0,4
2024-10-01,starter,mid_market,eu,1859.91,61.0,56.33,20.93,41.87,1914.44,0,0,2
2024-10-01,starter,mid_market,apac,1049.27,36.36,27.25,9.87,28.08,1074.92,0,0,1
2024-10-01,starter,mid_market,latam,635.14,24.4,12.6,4.63,15.23,652.29,0,0,1
2024-10-01,starter,enterprise,us,657.06,20.07,31.85,10.23,6.52,692.23,0,0,1
2024-10-01,starter,enterprise,eu,391.71,14.06,18.39,6.39,4.19,413.59,0,0,1
2024-10-01,starter,enterprise,apac,224.9,8.49,10.09,3.81,2.69,236.98,0,0,1
2024-10-01,starter,enterprise,latam,136.69,5.15,4.26,1.55,1.64,142.9,0,0,1
2024-10-01,pro,smb,us,12165.91,485.32,228.94,66.23,689.71,12124.23,5,8,135
2024-10-01,pro,smb,eu,7589.35,293.04,112.22,45.96,453.4,7495.25,3,5,83
2024-10-01,pro,smb,apac,4323.96,144.97,62.12,26.74,252.04,4252.27,2,3,47
2024-10-01,pro,smb,latam,2608.72,82.68,28.76,10.01,159.65,2550.49,1,2,28
2024-10-01,pro,mid_market,us,17199.87,665.93,595.49,178.44,385.33,17897.51,1,0,21
2024-10-01,pro,mid_market,eu,10429.38,318.1,321.75,105.92,258.87,10704.43,0,0,13
2024-10-01,pro,mid_market,apac,5973.9,210.54,157.48,56.59,122.09,6163.23,0,0,7
2024-10-01,pro,mid_market,latam,3629.3,127.64,57.87,19.62,87.57,3707.61,0,0,4
2024-10-01,pro,enterprise,us,2726.15,107.7,135.47,50.4,29.69,2889.24,0,0,1
2024-10-01,pro,enterprise,eu,1643.79,57.37,81.1,26.15,17.1,1739.01,0,0,1
2024-10-01,pro,enterprise,apac,930.06,32.99,39.22,17.3,11.62,973.35,0,0,1
2024-10-01,pro,enterprise,latam,566.11,21.31,14.93,6.33,6.52,589.5,0,0,1
2024-10-01,business,smb,us,4030.17,148.82,79.28,26.36,248.97,3982.94,2,3,44
2024-10-01,business,smb,eu,2411.86,94.61,36.74,13.53,127.86,2401.81,1,1,27
2024-10-01,business,smb,apac,1390.02,54.56,24.7,6.98,71.64,1390.66,1,1,15
2024-10-01,business,smb,latam,840.1,31.54,7.58,3.15,53.04,823.02,0,1,9
2024-10-01,business,mid_market,us,20796.69,682.5,759.23,215.76,445.96,21576.7,1,1,25
2024-10-01,business,mid_market,eu,12688.33,420.57,408.17,154.55,286.79,13075.74,0,0,15
2024-10-01,business,mid_market,apac,7145.32,218.77,208.96,73.71,195.99,7303.35,0,0,9
2024-10-01,business,mid_market,latam,4386.99,165.76,75.58,26.37,100.13,4501.82,0,0,5
2024-10-01,business,enterprise,us,12041.0,406.39,657.69,206.39,122.17,12776.52,0,0,2
2024-10-01,business,enterprise,eu,7330.17,282.2,382.14,121.24,83.58,7789.68,0,0,1
2024-10-01,business,enterprise,apac,4145.57,133.4,184.53,71.0,47.24,4345.26,0,0,1
2024-10-01,business,enterprise,latam,2488.04,77.13,63.07,26.95,29.11,2572.19,0,0,1
2024-10-01,enterprise,smb,us,670.88,22.73,11.19,4.42,33.46,666.92,0,0,7
2024-10-01,enterprise,smb,eu,408.73,15.6,6.33,2.72,21.8,406.13,0,0,5
2024-10-01,enterprise,smb,apac,235.4,9.18,3.26,1.49,12.06,234.29,0,0,3
2024-10-01,enterprise,smb,latam,139.8,5.49,1.37,0.45,7.96,138.25,0,0,2
2024-10-01,enterprise,mid_market,us,9107.81,348.19,274.78,115.62,232.29,9382.87,0,0,11
2024-10-01,enterprise,mid_market,eu,5627.28,184.92,188.8,54.79,127.22,5819.01,0,0,7
2024-10-01,enterprise,mid_market,apac,3152.66,114.97,82.14,29.48,68.8,3251.49,0,0,4
2024-10-01,enterprise,mid_market,latam,1936.98,66.05,30.7,12.78,51.08,1969.88,0,0,2
2024-10-01,enterprise,enterprise,us,36171.24,1109.51,2119.39,627.57,448.28,38324.28,0,0,5
2024-10-01,enterprise,enterprise,eu,21903.63,882.24,1009.85,431.32,231.28,23133.13,0,0,3
2024-10-01,enterprise,enterprise,apac,12382.89,476.49,561.68,193.79,131.05,13096.22,0,0,2
2024-10-01,enterprise,enterprise,latam,7589.7,271.12,205.8,86.92,73.75,7905.96,0,0,1
2024-11-01,starter,smb,us,17793.83,623.71,320.65,107.95,1002.73,17627.52,7,11,196
2024-11-01,starter,smb,eu,11153.61,404.92,168.3,75.03,601.43,11050.38,4,7,123
2024-11-01,starter,smb,apac,6331.25,226.27,110.13,31.89,313.24,6322.53,3,3,70
2024-11-01,starter,smb,latam,3888.15,125.89,39.21,12.32,198.75,3842.19,1,2,43
2024-11-01,starter,mid_market,us,3134.62,98.55,105.42,31.27,76.55,3230.78,0,0,4
2024-11-01,starter,mid_market,eu,1914.44,69.47,65.75,21.9,50.76,1977.0,0,0,2
2024-11-01,starter,mid_market,apac,1074.92,34.99,36.11,10.01,22.64,1113.38,0,0,1
2024-11-01,starter,mid_market,latam,652.29,23.14,11.96,4.7,17.28,665.4,0,0,1
2024-11-01,starter,enterprise,us,692.23,25.03,33.97,11.14,8.27,731.81,0,0,1
2024-11-01,starter,enterprise,eu,413.59,15.05,18.02,8.13,4.1,434.43,0,0,1
2024-11-01,starter,enterprise,apac,236.98,8.5,11.08,4.44,2.88,249.23,0,0,1
2024-11-01,starter,enterprise,latam,142.9,4.95,4.44,1.45,1.48,149.37,0,0,1
2024-11-01,pro,smb,us,12124.23,484.71,200.32,77.3,794.61,11937.35,5,9,133
2024-11-01,pro,smb,eu,7495.25,266.24,132.52,45.34,371.49,7477.18,3,4,83
2024-11-01,pro,smb,apac,4252.27,149.29,77.5,22.59,275.38,4181.09,2,3,46
2024-11-01,pro,smb,latam,2550.49,91.1,25.32,7.57,146.68,2512.66,1,2,28
2024-11-01,pro,mid_market,us,17897.51,705.19,575.87,191.45,431.53,18555.58,1,1,22
2024-11-01,pro,mid_market,eu,10704.43,421.71,365.57,124.78,262.94,11103.99,0,0,13
2024-11-01,pro,mid_market,apac,6163.23,242.17,205.0,58.0,129.45,6422.95,0,0,8
2024-11-01,pro,mid_market,latam,3707.61,148.55,71.8,20.76,88.38,3818.82,0,0,4
2024-11-01,pro,enterprise,us,2889.24,96.91,158.56,60.34,34.47,3049.89,0,0,1
2024-11-01,pro,enterprise,eu,1739.01,56.53,98.62,25.77,19.33,1849.05,0,0,1
2024-11-01,pro,enterprise,apac,973.35,39.23,44.95,17.09,9.51,1030.93,0,0,1
2024-11-01,pro,enterprise,latam,589.5,23.69,18.75,6.26,6.09,619.59,0,0,1
2024-11-01,business,smb,us,3982.94,126.91,63.5,23.96,225.23,3924.15,1,3,44
2024-11-01,business,smb,eu,2401.81,95.99,45.11,14.91,149.82,2378.18,1,2,26
2024-11-01,business,smb,apac,1390.66,47.98,23.02,8.92,87.7,1365.04,1,1,15
2024-11-01,business,smb,latam,823.02,27.56,9.2,2.62,53.66,803.51,0,1,9
2024-11-01,business,mid_market,us,21576.7,723.08,660.14,228.61,572.31,22159.0,1,1,26
2024-11-01,business,mid_market,eu,13075.74,394.22,433.32,159.18,341.53,13402.58,0,0,16
2024-11-01,business,mid_market,apac,7303.35,268.05,247.22,83.05,164.21,7571.36,0,0,9
2024-11-01,business,mid_market,latam,4501.82,159.12,85.74,29.93,100.62,4616.12,0,0,5
2024-11-01,business,enterprise,us,12776.52,514.16,675.3,227.78,132.03,13606.17,0,0,2
2024-11-01,business,enterprise,eu,7789.68,264.34,378.06,153.68,94.86,8183.54,0,0,1
2024-11-01,business,enterprise,apac,4345.26,168.24,202.08,78.57,47.43,4589.58,0,0,1
2024-11-01,business,enterprise,latam,2572.19,94.7,84.52,28.56,24.52,2698.32,0,0,1
2024-11-01,enterprise,smb,us,666.92,22.46,13.49,4.33,43.39,655.14,0,0,7
2024-11-01,enterprise,smb,eu,406.13,15.71,6.72,2.46,23.38,402.72,0,0,4
2024-11-01,enterprise,smb,apac,234.29,8.36,4.22,1.35,11.76,233.75,0,0,3
2024-11-01,enterprise,smb,latam,138.25,5.16,1.28,0.43,7.27,137.0,0,0,2
2024-11-01,enterprise,mid_market,us,9382.87,294.58,293.03,102.08,238.53,9629.87,0,0,11
2024-11-01,enterprise,mid_market,eu,5819.01,202.17,175.26,72.03,147.6,5976.81,0,0,7
2024-11-01,enterprise,mid_market,apac,3251.49,97.57,89.52,35.93,84.54,3318.1,0,0,4
2024-11-01,enterprise,mid_market,latam,1969.88,73.49,32.64,11.71,42.33,2021.96,0,0,2
2024-11-01,enterprise,enterprise,us,38324.28,1200.17,1738.73,754.87,480.43,40027.88,0,0,6
2024-11-01,enterprise,enterprise,eu,23133.13,724.74,1039.98,356.92,226.3,24314.63,0,0,3
2024-11-01,enterprise,enterprise,apac,13096.22,435.95,532.6,209.53,148.39,13706.84,0,0,2
2024-11-01,enterprise,enterprise,latam,7905.96,281.17,232.77,71.89,76.04,8271.97,0,0,1
2024-12-01,starter,smb,us,17627.52,678.86,325.28,121.06,1121.8,17388.8,8,12,193
2024-12-01,starter,smb,eu,11050.38,387.07,200.78,63.3,737.01,10837.91,4,8,120
2024-12-01,starter,smb,apac,6322.53,194.62,106.41,37.33,346.78,6239.44,2,4,69
2024-12-01,starter,smb,latam,3842.19,132.27,33.68,13.52,191.94,3802.68,1,2,42
2024-12-01,starter,mid_market,us,3230.78,128.45,108.23,42.06,82.72,3342.68,0,0,4
2024-12-01,starter,mid_market,eu,1977.0,78.51,64.28,22.57,43.16,2054.06,0,0,2
2024-12-01,starter,mid_market,apac,1113.38,35.47,28.29,12.04,29.7,1135.4,0,0,1
2024-12-01,starter,mid_market,latam,665.4,23.11,12.08,3.85,17.17,679.58,0,0,1
2024-12-01,starter,enterprise,us,731.81,26.96,40.13,12.81,9.06,777.03,0,0,1
2024-12-01,starter,enterprise,eu,434.43,17.14,20.47,7.22,4.86,459.96,0,0,1
2024-12-01,starter,enterprise,apac,249.23,10.03,11.24,4.36,2.76,263.38,0,0,1
2024-12-01,starter,enterprise,latam,149.37,5.69,4.52,1.45,1.66,156.47,0,0,1
2024-12-01,pro,smb,us,11937.35,366.56,209.73,78.76,787.95,11646.93,4,9,129
2024-12-01,pro,smb,eu,7477.18,259.1,127.72,47.21,485.02,7331.78,3,5,81
2024-12-01,pro,smb,apac,4181.09,160.99,72.67,26.58,238.59,4149.58,2,3,46
2024-12-01,pro,smb,latam,2512.66,80.82,21.44,8.22,166.34,2440.37,1,2,27
2024-12-01,pro,mid_market,us,18555.58,698.01,582.4,230.2,409.98,19195.82,1,0,23
2024-12-01,pro,mid_market,eu,11103.99,421.66,299.09,106.16,304.89,11413.68,0,0,13
2024-12-01,pro,mid_market,apac,6422.95,193.86,173.07,66.9,156.19,6566.79,0,0,8
2024-12-01,pro,mid_market,latam,3818.82,134.62,60.2,25.58,87.94,3900.11,0,0,5
2024-12-01,pro,enterprise,us,3049.89,101.19,154.82,62.19,35.56,3208.15,0,0,1
2024-12-01,pro,enterprise,eu,1849.05,56.5,89.77,34.6,18.26,1942.47,0,0,1
2024-12-01,pro,enterprise,apac,1030.93,40.5,44.31,17.65,10.96,1087.14,0,0,1
2024-12-01,pro,enterprise,latam,619.59,22.65,19.21,6.54,6.93,647.98,0,0,1
2024-12-01,business,smb,us,3924.15,139.42,61.73,22.91,227.28,3875.12,2,3,43
2024-12-01,business,smb,eu,2378.18,92.16,37.9,13.35,133.52,2361.38,1,1,26
2024-12-01,business,smb,apac,1365.04,52.44,22.8,6.59,67.51,1366.17,1,1,15
2024-12-01,business,smb,latam,803.51,31.14,7.43,2.51,49.26,790.3,0,1,9
2024-12-01,business,mid_market,us,22159.0,672.91,741.11,275.37,504.69,22792.96,1,1,27
2024-12-01,business,mid_market,eu,13402.58,459.83,404.4,162.62,294.63,13809.57,1,0,16
2024-12-01,business,mid_market,apac,7571.36,282.66,223.02,71.82,167.79,7837.43,0,0,9
2024-12-01,business,mid_market,latam,4616.12,164.0,92.82,27.69,100.17,4745.09,0,0,6
2024-12-01,business,enterprise,us,13606.17,484.06,696.5,211.18,156.31,14419.23,0,0,2
2024-12-01,business,enterprise,eu,8183.54,277.41,359.6,125.78,86.05,8608.73,0,0,1
2024-12-01,business,enterprise,apac,4589.58,154.13,191.83,68.91,47.91,4818.71,0,0,1
2024-12-01,business,enterprise,latam,2698.32,83.53,68.22,24.78,26.03,2799.26,0,0,1
2024-12-01,enterprise,smb,us,655.14,23.82,13.16,4.33,35.78,652.01,0,0,7
2024-12-01,enterprise,smb,eu,402.72,15.51,6.47,2.57,25.17,396.95,0,0,4
2024-12-01,enterprise,smb,apac,233.75,7.09,3.29,1.34,15.0,227.8,0,0,3
2024-12-01,enterprise,smb,latam,137.0,5.4,1.53,0.42,8.92,134.59,0,0,1
2024-12-01,enterprise,mid_market,us,9629.87,366.56,311.14,109.27,245.39,9952.9,0,0,12
2024-12-01,enterprise,mid_market,eu,5976.81,224.18,189.9,72.31,158.34,6160.23,0,0,7
2024-12-01,enterprise,mid_market,apac,3318.1,110.23,104.22,38.66,68.07,3425.82,0,0,4
