location_id,loc_date,latitude,longitude,date,temp_max,temp_min,precip,precip_hours,wind_max,weather_code,provider
1,1-2026-02-10,37.8037,-122.4368,2026-02-10,14.4,9.2,13.7,11.0,22.2,65,open_meteo
1,1-2026-02-11,37.8037,-122.4368,2026-02-11,13.7,11.4,7.2,15.0,31.3,63,open_meteo
1,1-2026-02-12,37.8037,-122.4368,2026-02-12,16.2,9.4,0.1,1.0,17.9,51,open_meteo
1,1-2026-02-13,37.8037,-122.4368,2026-02-13,14.9,8.6,0.0,0.0,16.9,3,open_meteo
1,1-2026-02-14,37.8037,-122.4368,2026-02-14,14.2,8.6,0.3,3.0,19.7,51,open_meteo
1,1-2026-02-15,37.8037,-122.4368,2026-02-15,14.2,11.4,20.1,19.0,22.6,63,open_meteo
1,1-2026-02-16,37.8037,-122.4368,2026-02-16,11.8,9.4,30.2,22.0,19.8,63,open_meteo
1,1-2026-02-17,37.8037,-122.4368,2026-02-17,11.1,6.0,17.2,17.0,29.8,71,open_meteo
1,1-2026-02-18,37.8037,-122.4368,2026-02-18,10.1,5.3,5.2,10.0,18.4,61,open_meteo
1,1-2026-02-19,37.8037,-122.4368,2026-02-19,10.9,6.7,12.9,11.0,35.9,63,open_meteo
1,1-2026-02-20,37.8037,-122.4368,2026-02-20,11.1,5.2,0.0,0.0,13.2,3,open_meteo
1,1-2026-02-21,37.8037,-122.4368,2026-02-21,14.8,7.2,0.0,0.0,21.0,3,open_meteo
1,1-2026-02-22,37.8037,-122.4368,2026-02-22,17.5,9.4,0.0,0.0,18.1,3,open_meteo
1,1-2026-02-23,37.8037,-122.4368,2026-02-23,17.4,8.5,0.2,1.0,11.2,51,open_meteo
1,1-2026-02-24,37.8037,-122.4368,2026-02-24,19.1,13.2,3.6,5.0,19.3,61,open_meteo
1,1-2026-02-25,37.8037,-122.4368,2026-02-25,16.6,13.2,1.2,5.0,16.8,53,open_meteo
1,1-2026-02-26,37.8037,-122.4368,2026-02-26,20.8,12.6,0.0,0.0,11.2,3,open_meteo
1,1-2026-02-27,37.8037,-122.4368,2026-02-27,23.5,11.9,0.0,0.0,10.8,3,open_meteo
1,1-2026-02-28,37.8037,-122.4368,2026-02-28,21.5,13.3,0.0,0.0,13.8,3,open_meteo
1,1-2026-03-01,37.8037,-122.4368,2026-03-01,17.0,12.9,0.1,1.0,16.0,51,open_meteo
1,1-2026-03-02,37.8037,-122.4368,2026-03-02,16.6,12.0,2.5,12.0,12.0,53,open_meteo
1,1-2026-03-03,37.8037,-122.4368,2026-03-03,16.5,11.4,0.0,0.0,18.3,3,open_meteo
1,1-2026-03-04,37.8037,-122.4368,2026-03-04,16.5,11.9,0.3,3.0,23.4,51,open_meteo
1,1-2026-03-05,37.8037,-122.4368,2026-03-05,18.2,9.1,0.0,0.0,17.9,0,open_meteo
1,1-2026-03-06,37.8037,-122.4368,2026-03-06,22.6,12.0,0.0,0.0,18.9,2,open_meteo
1,1-2026-03-07,37.8037,-122.4368,2026-03-07,25.6,14.2,0.0,0.0,16.4,2,open_meteo
1,1-2026-03-08,37.8037,-122.4368,2026-03-08,21.9,12.1,0.0,0.0,13.5,1,open_meteo
1,1-2026-03-09,37.8037,-122.4368,2026-03-09,20.5,10.8,0.0,0.0,16.7,3,open_meteo
1,1-2026-03-10,37.8037,-122.4368,2026-03-10,18.3,9.4,0.0,0.0,16.0,3,open_meteo
1,1-2026-03-11,37.8037,-122.4368,2026-03-11,21.9,9.1,0.0,0.0,14.1,0,open_meteo
1,1-2026-03-12,37.8037,-122.4368,2026-03-12,20.9,9.4,0.0,0.0,11.5,3,open_meteo
1,1-2026-03-13,37.8037,-122.4368,2026-03-13,19.1,9.9,0.0,0.0,14.3,3,open_meteo
1,1-2026-03-14,37.8037,-122.4368,2026-03-14,21.8,11.7,0.0,0.0,14.0,2,open_meteo
1,1-2026-03-15,37.8037,-122.4368,2026-03-15,22.0,11.4,0.0,0.0,16.6,3,open_meteo
1,1-2026-03-16,37.8037,-122.4368,2026-03-16,27.8,10.9,0.0,0.0,14.7,3,open_meteo
1,1-2026-03-17,37.8037,-122.4368,2026-03-17,31.0,12.0,0.0,0.0,11.5,1,open_meteo
1,1-2026-03-18,37.8037,-122.4368,2026-03-18,29.0,11.8,0.0,0.0,13.3,0,open_meteo
1,1-2026-03-19,37.8037,-122.4368,2026-03-19,30.3,10.8,0.0,0.0,10.9,0,open_meteo
1,1-2026-03-20,37.8037,-122.4368,2026-03-20,30.1,13.4,0.0,0.0,14.4,3,open_meteo
1,1-2026-03-21,37.8037,-122.4368,2026-03-21,24.3,12.9,0.0,0.0,17.2,3,open_meteo
1,1-2026-03-22,37.8037,-122.4368,2026-03-22,18.0,10.9,0.0,0.0,14.3,3,open_meteo
1,1-2026-03-23,37.8037,-122.4368,2026-03-23,22.0,11.5,0.0,0.0,14.3,3,open_meteo
1,1-2026-03-24,37.8037,-122.4368,2026-03-24,22.5,10.6,0.0,0.0,16.9,1,open_meteo
1,1-2026-03-25,37.8037,-122.4368,2026-03-25,21.4,12.3,0.0,0.0,21.1,3,open_meteo
1,1-2026-03-26,37.8037,-122.4368,2026-03-26,23.0,9.6,0.0,0.0,15.9,3,open_meteo
1,1-2026-03-27,37.8037,-122.4368,2026-03-27,26.7,10.9,0.0,0.0,17.7,3,open_meteo
1,1-2026-03-28,37.8037,-122.4368,2026-03-28,21.4,10.6,0.0,0.0,14.0,3,open_meteo
1,1-2026-03-29,37.8037,-122.4368,2026-03-29,26.9,11.0,0.0,0.0,15.4,3,open_meteo
1,1-2026-03-30,37.8037,-122.4368,2026-03-30,22.2,12.1,0.0,0.0,16.3,3,open_meteo
1,1-2026-03-31,37.8037,-122.4368,2026-03-31,19.5,13.5,6.5,12.0,24.6,61,open_meteo
1,1-2026-04-01,37.8037,-122.4368,2026-04-01,15.4,13.1,5.0,15.0,22.8,53,open_meteo
1,1-2026-04-02,37.8037,-122.4368,2026-04-02,17.9,9.9,2.8,3.0,24.4,61,open_meteo
1,1-2026-04-03,37.8037,-122.4368,2026-04-03,23.5,8.7,0.0,0.0,15.4,3,open_meteo
1,1-2026-04-04,37.8037,-122.4368,2026-04-04,27.9,11.3,0.0,0.0,14.0,3,open_meteo
1,1-2026-04-05,37.8037,-122.4368,2026-04-05,27.8,12.8,0.0,0.0,19.1,3,open_meteo
1,1-2026-04-06,37.8037,-122.4368,2026-04-06,14.8,11.9,0.0,0.0,22.5,3,open_meteo
1,1-2026-04-07,37.8037,-122.4368,2026-04-07,15.4,11.6,0.0,0.0,23.0,3,open_meteo
1,1-2026-04-08,37.8037,-122.4368,2026-04-08,18.1,12.4,1.4,2.0,18.8,61,open_meteo
1,1-2026-04-09,37.8037,-122.4368,2026-04-09,18.5,12.4,0.0,0.0,15.7,3,open_meteo
1,1-2026-04-10,37.8037,-122.4368,2026-04-10,17.1,13.4,13.7,20.0,17.2,63,open_meteo
1,1-2026-04-11,37.8037,-122.4368,2026-04-11,15.2,10.9,16.3,19.0,35.9,63,open_meteo
1,1-2026-04-12,37.8037,-122.4368,2026-04-12,13.4,9.8,12.2,19.0,22.8,63,open_meteo
1,1-2026-04-13,37.8037,-122.4368,2026-04-13,15.4,10.2,4.3,8.0,20.7,61,open_meteo
1,1-2026-04-14,37.8037,-122.4368,2026-04-14,14.2,11.2,0.0,0.0,21.5,1,open_meteo
1,1-2026-04-15,37.8037,-122.4368,2026-04-15,16.2,10.4,0.0,0.0,23.9,3,open_meteo
1,1-2026-04-16,37.8037,-122.4368,2026-04-16,20.8,10.6,0.0,0.0,15.7,3,open_meteo
1,1-2026-04-17,37.8037,-122.4368,2026-04-17,20.7,11.1,0.0,0.0,18.6,3,open_meteo
1,1-2026-04-18,37.8037,-122.4368,2026-04-18,23.4,10.6,0.0,0.0,15.9,3,open_meteo
1,1-2026-04-19,37.8037,-122.4368,2026-04-19,19.0,12.1,0.0,0.0,17.8,3,open_meteo
1,1-2026-04-20,37.8037,-122.4368,2026-04-20,17.4,12.6,43.0,16.0,20.3,65,open_meteo
1,1-2026-04-21,37.8037,-122.4368,2026-04-21,14.9,11.9,9.5,20.0,17.7,63,open_meteo
1,1-2026-04-22,37.8037,-122.4368,2026-04-22,16.5,11.5,8.8,12.0,13.9,63,open_meteo
1,1-2026-04-23,37.8037,-122.4368,2026-04-23,17.2,10.0,0.0,0.0,17.1,3,open_meteo
1,1-2026-04-24,37.8037,-122.4368,2026-04-24,15.1,11.5,0.0,0.0,19.7,3,open_meteo
1,1-2026-04-25,37.8037,-122.4368,2026-04-25,13.7,12.1,0.2,2.0,16.2,51,open_meteo
1,1-2026-04-26,37.8037,-122.4368,2026-04-26,14.9,11.9,0.4,3.0,18.5,51,open_meteo
1,1-2026-04-27,37.8037,-122.4368,2026-04-27,15.2,11.2,0.1,1.0,19.3,51,open_meteo
1,1-2026-04-28,37.8037,-122.4368,2026-04-28,17.6,11.5,0.0,0.0,15.5,3,open_meteo
1,1-2026-04-29,37.8037,-122.4368,2026-04-29,18.2,11.6,0.0,0.0,20.1,0,open_meteo
1,1-2026-04-30,37.8037,-122.4368,2026-04-30,17.5,12.2,0.0,0.0,20.4,0,open_meteo
2,2-2026-01-01,37.8044,-122.2712,2026-01-01,14.9,9.1,13.8,21.0,18.9,61,open_meteo
2,2-2026-01-02,37.8044,-122.2712,2026-01-02,16.7,12.4,9.0,8.0,23.2,63,open_meteo
2,2-2026-01-03,37.8044,-122.2712,2026-01-03,15.3,12.0,8.7,16.0,25.8,63,open_meteo
2,2-2026-01-04,37.8044,-122.2712,2026-01-04,12.0,9.6,21.4,21.0,19.9,63,open_meteo
2,2-2026-01-05,37.8044,-122.2712,2026-01-05,13.3,9.4,25.2,18.0,23.8,63,open_meteo
2,2-2026-01-06,37.8044,-122.2712,2026-01-06,15.5,9.4,0.7,4.0,11.1,51,open_meteo
2,2-2026-01-07,37.8044,-122.2712,2026-01-07,15.4,8.3,0.3,2.0,15.9,51,open_meteo
2,2-2026-01-08,37.8044,-122.2712,2026-01-08,12.7,6.4,0.1,1.0,18.5,51,open_meteo
2,2-2026-01-09,37.8044,-122.2712,2026-01-09,12.0,4.8,0.0,0.0,18.3,3,open_meteo
2,2-2026-01-10,37.8044,-122.2712,2026-01-10,13.6,2.8,0.0,0.0,14.0,3,open_meteo
2,2-2026-01-11,37.8044,-122.2712,2026-01-11,15.3,3.8,0.0,0.0,10.8,3,open_meteo
2,2-2026-01-12,37.8044,-122.2712,2026-01-12,13.8,3.4,0.0,0.0,14.8,3,open_meteo
2,2-2026-01-13,37.8044,-122.2712,2026-01-13,16.1,3.2,0.0,0.0,11.3,0,open_meteo
2,2-2026-01-14,37.8044,-122.2712,2026-01-14,16.6,5.3,0.0,0.0,13.1,0,open_meteo
2,2-2026-01-15,37.8044,-122.2712,2026-01-15,17.7,4.4,0.0,0.0,13.3,1,open_meteo
2,2-2026-01-16,37.8044,-122.2712,2026-01-16,18.2,7.8,0.0,0.0,13.3,0,open_meteo
2,2-2026-01-17,37.8044,-122.2712,2026-01-17,16.9,5.3,0.0,0.0,11.3,3,open_meteo
2,2-2026-01-18,37.8044,-122.2712,2026-01-18,17.4,5.6,0.0,0.0,12.2,3,open_meteo
2,2-2026-01-19,37.8044,-122.2712,2026-01-19,15.9,5.3,0.0,0.0,13.2,3,open_meteo
2,2-2026-01-20,37.8044,-122.2712,2026-01-20,14.9,5.7,0.0,0.0,11.6,3,open_meteo
2,2-2026-01-21,37.8044,-122.2712,2026-01-21,14.2,5.9,0.0,0.0,8.5,3,open_meteo
2,2-2026-01-22,37.8044,-122.2712,2026-01-22,16.9,6.9,0.0,0.0,6.7,3,open_meteo
2,2-2026-01-23,37.8044,-122.2712,2026-01-23,13.8,7.9,0.0,0.0,11.4,3,open_meteo
2,2-2026-01-24,37.8044,-122.2712,2026-01-24,17.0,6.6,0.0,0.0,17.3,3,open_meteo
2,2-2026-01-25,37.8044,-122.2712,2026-01-25,11.9,3.8,0.0,0.0,11.6,3,open_meteo
2,2-2026-01-26,37.8044,-122.2712,2026-01-26,15.5,4.8,0.0,0.0,9.2,3,open_meteo
2,2-2026-01-27,37.8044,-122.2712,2026-01-27,16.9,4.5,0.8,2.0,11.7,53,open_meteo
2,2-2026-01-28,37.8044,-122.2712,2026-01-28,16.6,9.2,1.0,3.0,15.5,51,open_meteo
2,2-2026-01-29,37.8044,-122.2712,2026-01-29,17.0,5.4,0.0,0.0,12.1,3,open_meteo
2,2-2026-01-30,37.8044,-122.2712,2026-01-30,15.4,5.0,0.0,0.0,15.6,3,open_meteo
2,2-2026-01-31,37.8044,-122.2712,2026-01-31,16.4,5.5,0.0,0.0,9.8,3,open_meteo
2,2-2026-02-01,37.8044,-122.2712,2026-02-01,18.5,6.1,0.0,0.0,8.9,3,open_meteo
2,2-2026-02-02,37.8044,-122.2712,2026-02-02,18.8,6.0,0.0,0.0,5.2,1,open_meteo
2,2-2026-02-03,37.8044,-122.2712,2026-02-03,18.2,5.6,0.0,0.0,13.4,1,open_meteo
2,2-2026-02-04,37.8044,-122.2712,2026-02-04,18.7,4.5,0.0,0.0,14.5,2,open_meteo
2,2-2026-02-05,37.8044,-122.2712,2026-02-05,20.7,5.7,0.0,0.0,11.9,3,open_meteo
2,2-2026-02-06,37.8044,-122.2712,2026-02-06,19.8,9.1,0.2,1.0,7.9,51,open_meteo
2,2-2026-02-07,37.8044,-122.2712,2026-02-07,17.4,8.7,0.0,0.0,10.9,3,open_meteo
2,2-2026-02-08,37.8044,-122.2712,2026-02-08,17.7,8.8,0.0,0.0,13.7,3,open_meteo
2,2-2026-02-09,37.8044,-122.2712,2026-02-09,17.8,9.9,0.0,0.0,13.2,3,open_meteo
2,2-2026-02-10,37.8044,-122.2712,2026-02-10,15.1,6.4,8.7,10.0,16.6,63,open_meteo
2,2-2026-02-11,37.8044,-122.2712,2026-02-11,14.2,10.2,5.2,18.0,26.2,55,open_meteo
2,2-2026-02-12,37.8044,-122.2712,2026-02-12,16.8,7.7,0.0,0.0,13.5,3,open_meteo
2,2-2026-02-13,37.8044,-122.2712,2026-02-13,15.7,8.5,0.0,0.0,13.9,3,open_meteo
2,2-2026-02-14,37.8044,-122.2712,2026-02-14,14.3,6.7,0.0,0.0,15.5,3,open_meteo
2,2-2026-02-15,37.8044,-122.2712,2026-02-15,15.1,11.1,19.1,16.0,20.1,63,open_meteo
2,2-2026-02-16,37.8044,-122.2712,2026-02-16,11.3,8.1,36.6,23.0,16.2,63,open_meteo
2,2-2026-02-17,37.8044,-122.2712,2026-02-17,9.2,5.2,16.4,17.0,26.0,71,open_meteo
2,2-2026-02-18,37.8044,-122.2712,2026-02-18,10.2,2.5,4.3,14.0,14.9,55,open_meteo
2,2-2026-02-19,37.8044,-122.2712,2026-02-19,11.0,5.2,10.5,9.0,27.6,63,open_meteo
2,2-2026-02-20,37.8044,-122.2712,2026-02-20,12.0,1.4,0.0,0.0,7.9,3,open_meteo
2,2-2026-02-21,37.8044,-122.2712,2026-02-21,15.3,4.7,0.0,0.0,19.9,3,open_meteo
2,2-2026-02-22,37.8044,-122.2712,2026-02-22,18.1,9.3,0.0,0.0,17.8,3,open_meteo
2,2-2026-02-23,37.8044,-122.2712,2026-02-23,19.5,8.2,0.1,1.0,8.1,51,open_meteo
2,2-2026-02-24,37.8044,-122.2712,2026-02-24,19.9,13.0,4.0,6.0,17.4,61,open_meteo
2,2-2026-02-25,37.8044,-122.2712,2026-02-25,18.0,13.8,2.2,10.0,14.6,53,open_meteo
2,2-2026-02-26,37.8044,-122.2712,2026-02-26,22.3,12.5,0.0,0.0,9.7,3,open_meteo
2,2-2026-02-27,37.8044,-122.2712,2026-02-27,24.0,13.1,0.0,0.0,11.2,3,open_meteo
2,2-2026-02-28,37.8044,-122.2712,2026-02-28,23.8,14.0,0.0,0.0,9.1,3,open_meteo
2,2-2026-03-01,37.8044,-122.2712,2026-03-01,18.0,11.5,0.1,1.0,13.5,51,open_meteo
2,2-2026-03-02,37.8044,-122.2712,2026-03-02,17.3,11.0,0.8,7.0,10.4,51,open_meteo
2,2-2026-03-03,37.8044,-122.2712,2026-03-03,18.4,9.7,0.0,0.0,11.9,3,open_meteo
2,2-2026-03-04,37.8044,-122.2712,2026-03-04,18.0,10.7,0.2,1.0,17.7,51,open_meteo
2,2-2026-03-05,37.8044,-122.2712,2026-03-05,19.0,8.0,0.0,0.0,19.4,0,open_meteo
2,2-2026-03-06,37.8044,-122.2712,2026-03-06,21.7,9.6,0.0,0.0,15.0,3,open_meteo
2,2-2026-03-07,37.8044,-122.2712,2026-03-07,24.4,12.7,0.0,0.0,20.4,3,open_meteo
2,2-2026-03-08,37.8044,-122.2712,2026-03-08,23.4,10.8,0.0,0.0,9.2,1,open_meteo
2,2-2026-03-09,37.8044,-122.2712,2026-03-09,22.2,9.8,0.0,0.0,12.9,3,open_meteo
2,2-2026-03-10,37.8044,-122.2712,2026-03-10,20.3,9.1,0.0,0.0,12.5,3,open_meteo
2,2-2026-03-11,37.8044,-122.2712,2026-03-11,24.3,7.1,0.0,0.0,9.5,0,open_meteo
2,2-2026-03-12,37.8044,-122.2712,2026-03-12,24.6,9.9,0.0,0.0,9.1,2,open_meteo
2,2-2026-03-13,37.8044,-122.2712,2026-03-13,22.5,9.3,0.0,0.0,10.6,3,open_meteo
2,2-2026-03-14,37.8044,-122.2712,2026-03-14,23.9,9.6,0.0,0.0,11.4,3,open_meteo
2,2-2026-03-15,37.8044,-122.2712,2026-03-15,27.7,9.1,0.0,0.0,9.5,3,open_meteo
2,2-2026-03-16,37.8044,-122.2712,2026-03-16,29.5,13.5,0.0,0.0,9.0,3,open_meteo
2,2-2026-03-17,37.8044,-122.2712,2026-03-17,29.8,13.7,0.0,0.0,12.5,1,open_meteo
2,2-2026-03-18,37.8044,-122.2712,2026-03-18,31.3,15.0,0.0,0.0,8.4,0,open_meteo
2,2-2026-03-19,37.8044,-122.2712,2026-03-19,31.3,12.6,0.0,0.0,10.3,0,open_meteo
2,2-2026-03-20,37.8044,-122.2712,2026-03-20,32.1,15.5,0.0,0.0,7.9,3,open_meteo
2,2-2026-03-21,37.8044,-122.2712,2026-03-21,26.7,13.2,0.0,0.0,10.6,3,open_meteo
2,2-2026-03-22,37.8044,-122.2712,2026-03-22,23.1,9.7,0.0,0.0,13.0,3,open_meteo
2,2-2026-03-23,37.8044,-122.2712,2026-03-23,24.7,10.9,0.0,0.0,11.2,3,open_meteo
2,2-2026-03-24,37.8044,-122.2712,2026-03-24,26.3,11.1,0.0,0.0,10.6,1,open_meteo
2,2-2026-03-25,37.8044,-122.2712,2026-03-25,24.8,10.8,0.0,0.0,13.5,3,open_meteo
2,2-2026-03-26,37.8044,-122.2712,2026-03-26,25.6,9.1,0.0,0.0,12.2,3,open_meteo
2,2-2026-03-27,37.8044,-122.2712,2026-03-27,26.3,11.8,0.0,0.0,13.4,3,open_meteo
2,2-2026-03-28,37.8044,-122.2712,2026-03-28,25.5,10.6,0.0,0.0,10.5,3,open_meteo
2,2-2026-03-29,37.8044,-122.2712,2026-03-29,28.9,11.6,0.0,0.0,10.9,3,open_meteo
2,2-2026-03-30,37.8044,-122.2712,2026-03-30,25.3,14.5,0.0,0.0,11.8,3,open_meteo
2,2-2026-03-31,37.8044,-122.2712,2026-03-31,19.7,13.0,10.2,14.0,24.4,63,open_meteo
2,2-2026-04-01,37.8044,-122.2712,2026-04-01,15.5,12.7,10.2,18.0,21.5,63,open_meteo
2,2-2026-04-02,37.8044,-122.2712,2026-04-02,17.8,8.2,3.5,3.0,21.5,61,open_meteo
2,2-2026-04-03,37.8044,-122.2712,2026-04-03,23.0,7.6,0.0,0.0,16.6,3,open_meteo
2,2-2026-04-04,37.8044,-122.2712,2026-04-04,27.1,8.9,0.0,0.0,16.2,3,open_meteo
2,2-2026-04-05,37.8044,-122.2712,2026-04-05,28.4,11.4,0.0,0.0,11.8,3,open_meteo
2,2-2026-04-06,37.8044,-122.2712,2026-04-06,17.7,10.6,0.0,0.0,16.3,3,open_meteo
2,2-2026-04-07,37.8044,-122.2712,2026-04-07,18.6,10.5,0.0,0.0,14.5,3,open_meteo
2,2-2026-04-08,37.8044,-122.2712,2026-04-08,22.2,11.0,0.0,0.0,13.1,2,open_meteo
2,2-2026-04-09,37.8044,-122.2712,2026-04-09,20.3,12.3,0.2,2.0,14.9,51,open_meteo
2,2-2026-04-10,37.8044,-122.2712,2026-04-10,17.3,12.6,20.2,21.0,15.2,63,open_meteo
2,2-2026-04-11,37.8044,-122.2712,2026-04-11,15.4,10.2,23.0,21.0,26.5,63,open_meteo
2,2-2026-04-12,37.8044,-122.2712,2026-04-12,13.3,8.9,31.2,21.0,24.3,63,open_meteo
2,2-2026-04-13,37.8044,-122.2712,2026-04-13,16.5,9.3,0.9,7.0,16.6,51,open_meteo
2,2-2026-04-14,37.8044,-122.2712,2026-04-14,15.5,9.8,0.0,0.0,17.6,3,open_meteo
2,2-2026-04-15,37.8044,-122.2712,2026-04-15,17.7,8.7,0.0,0.0,17.6,3,open_meteo
2,2-2026-04-16,37.8044,-122.2712,2026-04-16,20.5,10.1,0.0,0.0,18.7,3,open_meteo
2,2-2026-04-17,37.8044,-122.2712,2026-04-17,20.8,9.2,0.0,0.0,18.8,3,open_meteo
2,2-2026-04-18,37.8044,-122.2712,2026-04-18,23.4,9.1,0.0,0.0,12.5,3,open_meteo
2,2-2026-04-19,37.8044,-122.2712,2026-04-19,19.7,10.1,0.0,0.0,15.9,3,open_meteo
2,2-2026-04-20,37.8044,-122.2712,2026-04-20,18.3,10.6,28.4,13.0,17.5,63,open_meteo
2,2-2026-04-21,37.8044,-122.2712,2026-04-21,14.2,10.4,16.6,22.0,19.0,63,open_meteo
2,2-2026-04-22,37.8044,-122.2712,2026-04-22,17.2,10.4,4.5,13.0,13.8,55,open_meteo
2,2-2026-04-23,37.8044,-122.2712,2026-04-23,19.4,8.9,0.0,0.0,12.9,3,open_meteo
2,2-2026-04-24,37.8044,-122.2712,2026-04-24,16.5,10.6,0.0,0.0,17.0,3,open_meteo
2,2-2026-04-25,37.8044,-122.2712,2026-04-25,13.7,11.0,1.3,8.0,16.1,51,open_meteo
2,2-2026-04-26,37.8044,-122.2712,2026-04-26,15.1,10.7,1.6,7.0,17.9,51,open_meteo
2,2-2026-04-27,37.8044,-122.2712,2026-04-27,16.1,9.0,0.0,0.0,16.2,3,open_meteo
2,2-2026-04-28,37.8044,-122.2712,2026-04-28,18.9,10.1,0.0,0.0,12.0,3,open_meteo
2,2-2026-04-29,37.8044,-122.2712,2026-04-29,20.2,10.6,0.0,0.0,14.3,3,open_meteo
2,2-2026-04-30,37.8044,-122.2712,2026-04-30,19.3,10.9,0.0,0.0,15.0,3,open_meteo
3,3-2026-01-01,37.321,-121.9486,2026-01-01,14.9,11.1,16.1,22.0,12.9,63,open_meteo
3,3-2026-01-02,37.321,-121.9486,2026-01-02,15.9,10.3,4.0,7.0,18.8,61,open_meteo
3,3-2026-01-03,37.321,-121.9486,2026-01-03,14.8,12.3,6.1,17.0,18.9,61,open_meteo
