check_id,line_item_id,menu_item_id,quantity
700067,1,109,1
700067,2,102,1
700067,3,304,2
700067,4,505,1
700068,1,104,1
700068,2,101,1
700068,3,102,1
700068,4,105,1
700068,5,206,2
700068,6,305,3
700069,1,110,1
700069,2,307,1
700070,1,103,1
700070,2,101,1
700070,3,105,1
700070,4,206,2
700070,5,307,3
700071,1,105,1
700071,2,104,1
700071,3,107,1
700071,4,308,3
700071,5,502,1
700072,1,104,1
700072,2,106,1
700072,3,102,1
700072,4,104,1
700072,5,204,2
700072,6,304,4
700072,7,503,2
700073,1,109,1
700073,2,202,1
700073,3,307,1
700074,1,108,1
700074,2,101,1
700074,3,107,1
700074,4,108,1
700074,5,201,3
700074,6,306,3
700074,7,502,2
700075,1,108,1
700075,2,207,1
700075,3,304,1
700076,1,101,1
700076,2,101,1
700076,3,106,1
700076,4,203,1
700076,5,501,2
700076,6,403,1
700077,1,110,1
700077,2,101,1
700077,3,306,2
700077,4,501,1
700077,5,402,1
700078,1,109,1
700078,2,101,1
700078,3,504,1
700078,4,403,1
700079,1,105,1
700079,2,106,1
700079,3,204,2
700079,4,303,2
700080,1,102,1
700080,2,108,1
700080,3,103,1
700080,4,105,1
700080,5,102,1
700080,6,307,5
700081,1,105,1
700081,2,101,1
700081,3,104,1
700081,4,105,1
700081,5,202,3
700081,6,302,4
700082,1,106,1
700082,2,103,1
700083,1,109,1
700083,2,103,1
700083,3,101,1
700083,4,304,3
700083,5,404,1
700084,1,105,1
700084,2,103,1
700084,3,301,2
700085,1,109,1
700085,2,105,1
700085,3,109,1
700085,4,103,1
700086,1,106,1
700086,2,106,1
700086,3,104,1
700086,4,207,1
700086,5,301,2
700086,6,401,1
700087,1,101,1
700087,2,105,1
700087,3,201,1
700088,1,110,1
700088,2,105,1
700088,3,102,1
700088,4,107,1
700088,5,201,3
700089,1,101,1
700089,2,101,1
700089,3,402,1
700090,1,102,1
700090,2,106,1
700090,3,103,1
700090,4,102,1
700090,5,303,4
700090,6,404,2
700091,1,105,1
700091,2,105,1
700091,3,304,2
700091,4,502,1
700092,1,103,1
700092,2,308,1
700093,1,109,1
700093,2,204,1
700093,3,504,1
700093,4,404,1
700094,1,109,1
700094,2,106,1
700094,3,205,1
700094,4,306,1
700094,5,404,1
700095,1,107,1
700095,2,301,1
700096,1,101,1
700096,2,104,1
700096,3,206,1
700096,4,301,1
700096,5,401,1
700097,1,108,1
700097,2,102,1
700097,3,109,1
700097,4,206,2
700097,5,306,2
700098,1,108,1
700098,2,203,1
700098,3,502,1
700099,1,107,1
700099,2,101,1
700099,3,110,1
700099,4,110,1
700099,5,107,1
700099,6,105,1
700099,7,305,6
700100,1,101,1
700100,2,306,1
700100,3,504,1
700100,4,401,1
700101,1,106,1
700101,2,106,1
700101,3,109,1
700101,4,110,1
700101,5,106,1
700101,6,301,4
700101,7,501,2
700102,1,108,1
700102,2,102,1
700102,3,206,1
700102,4,307,1
700103,1,102,1
700103,2,106,1
700103,3,306,1
700103,4,403,1
700104,1,106,1
700104,2,402,1
700105,1,106,1
700105,2,110,1
700105,3,205,1
700105,4,502,1
700106,1,109,1
700106,2,108,1
700106,3,109,1
700106,4,101,1
700106,5,106,1
700106,6,402,2
700107,1,103,1
700107,2,109,1
700107,3,102,1
700107,4,103,1
700107,5,305,3
700108,1,110,1
700108,2,103,1
700108,3,102,1
700108,4,104,1
700108,5,307,4
700108,6,401,2
700109,1,107,1
700109,2,206,1
700109,3,306,1
700110,1,108,1
700110,2,101,1
700110,3,201,1
700110,4,302,2
700111,1,101,1
700111,2,110,1
700111,3,104,1
700111,4,106,1
700111,5,104,1
700111,6,103,1
700111,7,202,3
700111,8,306,6
700111,9,404,3
700112,1,102,1
700112,2,110,1
700112,3,202,1
700113,1,104,1
700113,2,102,1
700113,3,108,1
700113,4,306,3
700114,1,104,1
700114,2,107,1
700114,3,101,1
700114,4,202,1
700115,1,101,1
700115,2,101,1
700115,3,304,1
700116,1,107,1
700116,2,107,1
700116,3,204,2
700116,4,301,2
700116,5,502,1
700117,1,104,1
700117,2,104,1
700117,3,202,1
700117,4,306,1
700118,1,105,1
700118,2,207,1
700119,1,110,1
700119,2,106,1
700119,3,301,2
700120,1,110,1
700120,2,106,1
700120,3,201,1
700120,4,505,1
700121,1,104,1
700121,2,304,1
700121,3,404,1
700122,1,108,1
700122,2,105,1
700122,3,106,1
700123,1,109,1
700123,2,107,1
700123,3,207,1
700124,1,107,1
700124,2,108,1
700124,3,110,1
700124,4,206,1
700124,5,505,1
700125,1,105,1
700125,2,107,1
700125,3,107,1
700125,4,104,1
700125,5,105,1
700126,1,109,1
700126,2,301,1
700127,1,105,1
700127,2,108,1
700127,3,304,2
700127,4,502,1
700127,5,403,1
700128,1,109,1
700128,2,110,1
700128,3,304,1
700129,1,103,1
700129,2,108,1
700129,3,109,1
700129,4,302,3
700130,1,101,1
700130,2,104,1
700130,3,105,1
700130,4,107,1
700130,5,206,2
700130,6,302,4
700131,1,108,1
700131,2,110,1
700131,3,105,1
700131,4,105,1
700131,5,207,3
700131,6,403,2
700132,1,102,1
700132,2,105,1
700132,3,204,1
700132,4,307,1
700133,1,101,1
700133,2,109,1
700133,3,207,1
700134,1,106,1
700134,2,109,1
700134,3,110,1
700134,4,106,1
700134,5,204,3
700134,6,303,4
700135,1,102,1
700135,2,104,1
700135,3,110,1
700135,4,206,2
700135,5,505,1
700136,1,106,1
700136,2,109,1
700136,3,105,1
700136,4,206,2
700136,5,308,3
700137,1,110,1
700137,2,105,1
700137,3,501,1
700138,1,107,1
700138,2,203,1
700139,1,101,1
700139,2,106,1
700140,1,103,1
700140,2,108,1
700141,1,107,1
700141,2,106,1
700141,3,204,2
700141,4,304,1
700141,5,505,1
700141,6,404,1
700142,1,107,1
700142,2,106,1
700142,3,306,2
700143,1,103,1
700143,2,104,1
700143,3,302,1
700144,1,106,1
700144,2,102,1
700144,3,102,1
700144,4,109,1
700144,5,110,1
700144,6,206,2
700144,7,305,4
700145,1,101,1
700145,2,102,1
700145,3,207,2
700145,4,301,2
700146,1,101,1
700146,2,101,1
700146,3,305,2
700147,1,105,1
700147,2,107,1
700147,3,207,1
700147,4,303,1
700148,1,102,1
700148,2,106,1
700148,3,205,1
700149,1,105,1
700149,2,106,1
700149,3,201,1
700150,1,104,1
700150,2,103,1
700150,3,109,1
700150,4,202,2
700150,5,301,3
700151,1,110,1
700151,2,109,1
700151,3,107,1
700152,1,105,1
700152,2,103,1
700152,3,105,1
700152,4,101,1
700152,5,307,4
700153,1,110,1
700153,2,103,1
700153,3,102,1
700153,4,109,1
700153,5,309,3
700154,1,107,1
700154,2,104,1
700154,3,305,2
700155,1,104,1
700155,2,103,1
700155,3,101,1
700155,4,206,3
700155,5,307,3
700155,6,501,1
700156,1,102,1
700156,2,107,1
700156,3,204,1
700156,4,505,1
700157,1,109,1
700157,2,105,1
700157,3,107,1
700157,4,109,1
700157,5,109,1
700157,6,202,3
700157,7,303,4
700158,1,109,1
700158,2,101,1
700158,3,304,2
700159,1,105,1
700159,2,105,1
700159,3,105,1
700159,4,108,1
700159,5,203,2
700160,1,108,1
700160,2,106,1
700160,3,106,1
700160,4,101,1
700160,5,305,4
700161,1,102,1
700161,2,106,1
700161,3,306,1
700161,4,503,1
700162,1,108,1
700162,2,110,1
700162,3,106,1
700162,4,204,2
700163,1,108,1
700163,2,104,1
700163,3,108,1
700163,4,101,1
700163,5,102,1
700164,1,107,1
700164,2,106,1
700164,3,102,1
700164,4,103,1
700164,5,110,1
700164,6,108,1
700164,7,402,2
700165,1,107,1
700165,2,110,1
700165,3,505,1
700166,1,106,1
700166,2,110,1
700166,3,203,2
700167,1,102,1
700167,2,109,1
700167,3,207,1
700167,4,307,1
700167,5,505,1
700168,1,109,1
700168,2,306,1
700169,1,105,1
700169,2,108,1
700169,3,101,1
700169,4,107,1
700169,5,201,2
700169,6,307,4
700169,7,504,2
700170,1,106,1
700170,2,110,1
700170,3,109,1
700170,4,309,2
700170,5,402,1
700171,1,109,1
700171,2,109,1
700171,3,303,1
700171,4,404,1
700172,1,109,1
700172,2,102,1
700172,3,108,1
700172,4,109,1
700172,5,102,1
700173,1,107,1
700173,2,109,1
700173,3,107,1
700173,4,206,1
700174,1,102,1
700174,2,101,1
700174,3,205,1
700174,4,505,1
700174,5,402,1
700175,1,108,1
700175,2,309,1
700176,1,102,1
700176,2,104,1
700176,3,401,1
700177,1,106,1
700177,2,105,1
700177,3,304,1
700178,1,102,1
700178,2,109,1
700178,3,202,1
700178,4,302,1
700179,1,108,1
700179,2,101,1
700179,3,103,1
700179,4,206,1
700179,5,305,3
700180,1,104,1
700180,2,110,1
700180,3,203,1
700180,4,501,1
700181,1,109,1
700181,2,110,1
700181,3,203,1
700182,1,105,1
700183,1,107,1
700183,2,104,1
700184,1,101,1
700184,2,104,1
700184,3,109,1
700184,4,109,1
700184,5,105,1
700184,6,104,1
700184,7,202,5
700184,8,306,6
700184,9,502,3
700185,1,102,1
700185,2,106,1
700185,3,301,1
700186,1,109,1
700186,2,104,1
700186,3,103,1
700186,4,103,1
700187,1,109,1
700187,2,110,1
700187,3,108,1
700187,4,102,1
700187,5,201,3
700187,6,303,3
700188,1,106,1
700188,2,106,1
700188,3,105,1
700188,4,202,2
700188,5,302,3
700189,1,106,1
700189,2,101,1
700189,3,104,1
700189,4,206,2
700189,5,501,1
700190,1,102,1
700191,1,108,1
700191,2,110,1
700191,3,204,1
700192,1,105,1
700192,2,106,1
700192,3,102,1
700192,4,207,1
700193,1,104,1
700193,2,106,1
700193,3,105,1
700193,4,107,1
700193,5,301,4
700193,6,403,2
700194,1,110,1
700194,2,105,1
700194,3,205,2
700195,1,110,1
700195,2,108,1
700196,1,107,1
700196,2,107,1
700196,3,109,1
700196,4,101,1
700197,1,101,1
700197,2,110,1
700197,3,104,1
700197,4,109,1
700197,5,204,3
700197,6,304,4
700197,7,404,1
700198,1,110,1
700198,2,404,1
700199,1,110,1
700199,2,110,1
700199,3,106,1
700199,4,105,1
700200,1,109,1
700200,2,104,1
700200,3,104,1
700200,4,204,2
700200,5,304,3
700201,1,105,1
700201,2,106,1
700201,3,205,1
700202,1,104,1
700202,2,105,1
700202,3,307,1
700203,1,107,1
700203,2,102,1
700203,3,109,1
700203,4,109,1
700203,5,304,4
700203,6,505,2
700204,1,104,1
700204,2,109,1
700204,3,110,1
700204,4,110,1
700204,5,202,3
700204,6,403,2
700205,1,110,1
700205,2,106,1
700205,3,103,1
700205,4,109,1
700205,5,103,1
700205,6,201,4
700205,7,308,5
700205,8,503,3
700206,1,104,1
700206,2,105,1
700206,3,402,1
700207,1,109,1
700207,2,104,1
700207,3,503,1
700208,1,110,1
700208,2,105,1
700209,1,106,1
700209,2,110,1
700210,1,102,1
700210,2,108,1
700210,3,206,1
700210,4,307,2
700210,5,504,1
700211,1,103,1
700211,2,103,1
700211,3,105,1
700211,4,107,1
700211,5,105,1
700211,6,301,5
700212,1,104,1
700212,2,106,1
700212,3,107,1
700212,4,106,1
700212,5,202,3
700212,6,301,4
700213,1,104,1
700213,2,104,1
700213,3,104,1
700213,4,102,1
700213,5,206,3
700213,6,306,4
700214,1,103,1
700214,2,101,1
700215,1,108,1
700215,2,207,1
700216,1,110,1
700216,2,103,1
700216,3,201,1
700217,1,109,1
700217,2,104,1
700217,3,306,2
700218,1,105,1
700218,2,106,1
700218,3,107,1
700218,4,102,1
700218,5,202,3
700219,1,105,1
700219,2,108,1
700219,3,203,1
700220,1,102,1
700220,2,108,1
700220,3,206,1
700220,4,303,2
700221,1,104,1
700221,2,110,1
700221,3,105,1
700221,4,105,1
700221,5,108,1
700221,6,207,4
700221,7,306,5
700221,8,502,3
700222,1,103,1
700222,2,105,1
700222,3,201,2
700222,4,502,1
700222,5,402,1
700223,1,103,1
700223,2,110,1
700223,3,206,1
700223,4,305,2
700224,1,109,1
700224,2,107,1
700224,3,104,1
700224,4,110,1
700225,1,106,1
700225,2,205,1
700225,3,306,1
700226,1,105,1
700226,2,107,1
700226,3,109,1
700226,4,104,1
700226,5,202,2
700226,6,306,4
700226,7,403,2
700227,1,108,1
700227,2,106,1
700227,3,202,2
700227,4,302,2
700228,1,109,1
700228,2,401,1
700229,1,110,1
700229,2,102,1
700229,3,103,1
700229,4,204,2
700229,5,502,2
700230,1,110,1
700230,2,101,1
700230,3,110,1
700230,4,108,1
700230,5,302,4
700230,6,503,1
700231,1,110,1
700231,2,204,1
700232,1,109,1
700232,2,108,1
700232,3,104,1
700232,4,104,1
700232,5,201,2
700232,6,305,4
700232,7,502,1
700233,1,106,1
700233,2,502,1
700234,1,106,1
700234,2,101,1
700234,3,505,1
700235,1,101,1
700235,2,102,1
700235,3,205,1
700235,4,307,1
700236,1,101,1
700236,2,101,1
700236,3,201,1
700236,4,306,2
700236,5,404,1
700237,1,108,1
700237,2,106,1
700237,3,102,1
700237,4,203,2
700237,5,301,3
700237,6,503,2
700238,1,102,1
700238,2,104,1
700238,3,103,1
700238,4,204,2
700238,5,303,3
700238,6,503,1
700239,1,103,1
700239,2,109,1
700239,3,301,2
700239,4,402,1
700240,1,101,1
700240,2,101,1
700240,3,207,1
700240,4,307,1
700241,1,102,1
700241,2,108,1
700241,3,106,1
700241,4,204,2
700241,5,301,2
700242,1,106,1
700242,2,108,1
700242,3,204,2
700243,1,107,1
700243,2,109,1
700243,3,104,1
700243,4,104,1
700243,5,304,3
700243,6,502,2
700244,1,105,1
700244,2,106,1
700244,3,303,1
700245,1,109,1
700245,2,104,1
700245,3,205,1
700245,4,302,2
700245,5,503,1
700246,1,103,1
700246,2,109,1
700246,3,206,1
700246,4,301,2
700247,1,103,1
700247,2,502,1
700248,1,102,1
700248,2,101,1
700248,3,106,1
700248,4,107,1
700248,5,307,4
700248,6,403,2
700249,1,103,1
700249,2,402,1
700250,1,109,1
700250,2,104,1
700250,3,102,1
700250,4,106,1
700250,5,108,1
700250,6,108,1
700250,7,207,3
700250,8,303,6
700250,9,402,2
700251,1,104,1
700251,2,104,1
700251,3,505,1
700251,4,404,1
700252,1,109,1
700252,2,110,1
700252,3,109,1
700252,4,401,2
700253,1,108,1
700253,2,104,1
700253,3,108,1
700253,4,107,1
700253,5,307,4
700254,1,107,1
700254,2,107,1
700254,3,105,1
700254,4,108,1
700254,5,102,1
700254,6,301,5
700254,7,501,2
700255,1,108,1
700255,2,101,1
700255,3,106,1
700255,4,202,1
700255,5,306,3
700255,6,505,2
700255,7,403,1
700256,1,103,1
700256,2,108,1
700256,3,101,1
700256,4,204,2
700256,5,305,3
700257,1,107,1
700257,2,108,1
700257,3,105,1
700257,4,110,1
700257,5,303,4
700257,6,403,1
700258,1,108,1
700258,2,106,1
700259,1,106,1
700259,2,107,1
700259,3,207,1
700260,1,103,1
700260,2,105,1
700260,3,202,1
700261,1,101,1
700261,2,107,1
700261,3,203,1
700261,4,306,2
700261,5,503,1
700261,6,403,1
700262,1,109,1
700262,2,206,1
700263,1,101,1
700263,2,109,1
700263,3,203,1
700263,4,302,2
700264,1,110,1
700264,2,104,1
700264,3,106,1
700264,4,102,1
700264,5,106,1
700264,6,302,5
700264,7,505,3
700265,1,109,1
700266,1,108,1
700266,2,107,1
700266,3,304,1
700267,1,103,1
700267,2,107,1
700267,3,108,1
700267,4,104,1
700267,5,102,1
700267,6,202,4
700267,7,302,5
700268,1,107,1
700268,2,107,1
700268,3,201,1
700268,4,306,2
700269,1,110,1
700269,2,107,1
700269,3,307,2
700269,4,404,1
700270,1,104,1
700270,2,110,1
700270,3,207,2
700270,4,303,2
700270,5,504,1
700270,6,403,1
700271,1,108,1
700271,2,105,1
700271,3,106,1
700271,4,108,1
700272,1,107,1
700272,2,106,1
700273,1,110,1
700273,2,101,1
700273,3,103,1
700273,4,106,1
700274,1,105,1
700274,2,105,1
700274,3,102,1
700274,4,108,1
700274,5,207,3
700274,6,305,4
700274,7,401,2
700275,1,104,1
700275,2,108,1
700275,3,106,1
700275,4,105,1
700276,1,101,1
700276,2,102,1
700276,3,104,1
700276,4,110,1
700276,5,203,2
700276,6,402,2
700277,1,103,1
700277,2,104,1
700277,3,102,1
700277,4,502,2
700278,1,109,1
700278,2,109,1
700278,3,206,1
700278,4,301,2
700279,1,104,1
700279,2,101,1
700279,3,110,1
700279,4,110,1
700279,5,108,1
700279,6,303,5
700279,7,505,2
700279,8,403,2
700280,1,109,1
700280,2,309,1
700281,1,106,1
700281,2,107,1
700281,3,205,2
700281,4,305,2
700281,5,401,1
700282,1,102,1
700282,2,110,1
700282,3,109,1
700282,4,304,3
700282,5,503,2
700282,6,403,1
700283,1,103,1
700283,2,201,1
700283,3,302,1
700284,1,109,1
700284,2,110,1
700284,3,101,1
700284,4,207,2
700284,5,401,2
700285,1,110,1
700286,1,103,1
700286,2,106,1
700286,3,101,1
700286,4,104,1
700286,5,206,3
700286,6,305,3
700286,7,502,2
700287,1,110,1
700287,2,203,1
700287,3,307,1
700288,1,108,1
700288,2,103,1
700288,3,106,1
700288,4,104,1
700288,5,201,2
700289,1,104,1
700289,2,307,1
700290,1,103,1
700290,2,103,1
700290,3,101,1
700290,4,106,1
700290,5,306,4
700290,6,404,2
700291,1,106,1
700291,2,108,1
700291,3,109,1
700291,4,502,1
700292,1,104,1
700293,1,109,1
700293,2,103,1
700293,3,307,2
700293,4,503,1
700294,1,110,1
700294,2,103,1
700295,1,108,1
700295,2,110,1
700295,3,307,2
700295,4,401,1
700296,1,109,1
700296,2,104,1
700296,3,108,1
700296,4,104,1
700296,5,305,3
700297,1,106,1
700297,2,301,1
700298,1,105,1
700298,2,107,1
700298,3,103,1
700298,4,202,1
700298,5,306,2
700298,6,503,2
700299,1,103,1
700299,2,106,1
700299,3,204,1
700300,1,109,1
700300,2,102,1
700301,1,106,1
700301,2,204,1
700301,3,303,1
700302,1,106,1
700302,2,110,1
700302,3,303,2
700302,4,504,1
700303,1,106,1
700303,2,109,1
700303,3,203,2
700303,4,505,1
700304,1,108,1
700304,2,107,1
700304,3,109,1
700304,4,109,1
700304,5,108,1
700304,6,308,5
700305,1,109,1
700305,2,110,1
700306,1,109,1
700306,2,102,1
700306,3,505,1
700307,1,105,1
700307,2,103,1
700307,3,203,2
700308,1,106,1
700308,2,102,1
700308,3,106,1
700308,4,501,1
700309,1,102,1
700309,2,107,1
700309,3,206,1
700309,4,303,2
700310,1,105,1
700310,2,108,1
700311,1,106,1
700311,2,206,1
700311,3,303,1
700311,4,404,1
700312,1,107,1
700312,2,103,1
700312,3,109,1
700312,4,203,2
700313,1,102,1
700313,2,110,1
700313,3,106,1
700313,4,505,1
700314,1,104,1
700314,2,103,1
700314,3,202,1
700314,4,304,1
700314,5,505,1
700314,6,402,1
700315,1,101,1
700315,2,107,1
700315,3,104,1
700315,4,101,1
700315,5,107,1
700315,6,107,1
700315,7,207,4
700315,8,503,3
700316,1,105,1
700316,2,203,1
700316,3,401,1
700317,1,106,1
700317,2,105,1
700317,3,301,1
700318,1,107,1
700318,2,104,1
700318,3,105,1
700318,4,109,1
700318,5,206,2
700319,1,102,1
700319,2,103,1
700319,3,101,1
700319,4,102,1
700319,5,202,3
700319,6,307,4
700320,1,106,1
700320,2,204,1
700321,1,107,1
700321,2,104,1
700321,3,402,1
700322,1,102,1
700322,2,105,1
700322,3,103,1
700322,4,206,1
700322,5,503,2
700323,1,103,1
700323,2,109,1
700323,3,207,1
700323,4,307,2
700324,1,102,1
700324,2,108,1
700324,3,205,1
700324,4,306,2
700325,1,103,1
700325,2,104,1
700325,3,303,1
700326,1,106,1
700326,2,109,1
700326,3,206,1
700326,4,404,1
700327,1,107,1
700327,2,307,1
700328,1,103,1
700328,2,104,1
700328,3,307,1
700329,1,101,1
700329,2,110,1
700329,3,303,2
700329,4,502,1
700330,1,103,1
700330,2,108,1
700330,3,307,1
700330,4,404,1
700331,1,102,1
700331,2,108,1
700331,3,102,1
700331,4,106,1
700332,1,107,1
700332,2,305,1
700332,3,504,1
700333,1,108,1
700333,2,102,1
700333,3,101,1
700333,4,103,1
700333,5,106,1
700333,6,307,5
700333,7,403,3
700334,1,103,1
700334,2,106,1
700334,3,110,1
700334,4,201,1
700335,1,102,1
700335,2,108,1
700335,3,101,1
700335,4,105,1
700335,5,206,2
700335,6,305,4
700336,1,101,1
700336,2,105,1
700336,3,201,1
700336,4,505,1
700337,1,101,1
700337,2,109,1
700337,3,204,2
700337,4,305,1
700337,5,505,1
700338,1,102,1
700338,2,108,1
700338,3,402,1
700339,1,105,1
700339,2,102,1
700339,3,106,1
700339,4,110,1
700339,5,101,1
700339,6,204,4
700339,7,301,5
700340,1,103,1
700340,2,108,1
700340,3,304,1
700341,1,107,1
700341,2,107,1
700341,3,305,1
700342,1,104,1
700342,2,110,1
700342,3,207,1
700342,4,303,1
700342,5,403,1
700343,1,109,1
700343,2,109,1
700343,3,202,2
700343,4,306,2
700344,1,108,1
700344,2,109,1
700344,3,207,2
700345,1,108,1
700345,2,107,1
700345,3,105,1
700345,4,103,1
700345,5,303,3
700345,6,402,2
700346,1,101,1
700346,2,102,1
700346,3,205,1
700346,4,302,2
700347,1,110,1
700347,2,110,1
700347,3,109,1
700347,4,201,2
700347,5,301,3
700348,1,102,1
700348,2,109,1
700348,3,207,1
700348,4,308,2
700348,5,403,1
700349,1,109,1
700349,2,106,1
700349,3,109,1
700349,4,205,1
700350,1,106,1
700350,2,206,1
700350,3,304,1
700350,4,402,1
700351,1,101,1
700351,2,105,1
700351,3,205,1
700352,1,108,1
700352,2,106,1
700352,3,101,1
700352,4,203,2
700352,5,304,3
700353,1,103,1
700353,2,103,1
700353,3,110,1
700353,4,109,1
700353,5,302,3
700353,6,502,1
700353,7,401,2
700354,1,106,1
700354,2,105,1
700354,3,102,1
700355,1,104,1
700355,2,106,1
700355,3,205,1
700355,4,306,2
700356,1,104,1
700356,2,102,1
700356,3,107,1
700356,4,109,1
700356,5,102,1
700356,6,206,4
700357,1,106,1
700357,2,101,1
700357,3,202,1
700357,4,302,2
700357,5,404,1
700358,1,108,1
700358,2,201,1
700358,3,302,1
700358,4,501,1
700359,1,109,1
700359,2,106,1
700359,3,104,1
700359,4,205,1
700359,5,304,3
700360,1,102,1
700360,2,104,1
700360,3,204,2
700360,4,306,2
700360,5,402,1
700361,1,109,1
700361,2,102,1
700361,3,303,2
700362,1,103,1
700362,2,106,1
700362,3,307,2
700362,4,503,1
700363,1,107,1
700363,2,105,1
700363,3,202,1
700363,4,307,1
700364,1,106,1
700364,2,104,1
700364,3,301,1
700364,4,505,1
700364,5,402,1
700365,1,103,1
700365,2,110,1
700365,3,101,1
